Brandname,Productname,Colors,Sizes,Description,Materials,Maintenance,RegularPrice,CurrentPrice
SANETTA,Slip aus Bio-Baumwolle,Weiß,92|104|116|128,Kinderslip von Sanetta|Reine Baumwolle (Bio)|Elastischer Bund|Teilungsnähte|Kleines Logo-Fähnchen|Farbe Weiß|Artikelnummer 9433545,Hauptmaterial 1: 100% Baumwolle (Bio), Normalwaschgang 60°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Mäßig heiß bügeln| Keine chemische Reinigung,7.95,7.95
Maximo,Strumpfhose mit Stretch-Anteil,Rosa meliert|Rot|Pink,56|62|68,Baby Strumpfhose von MaxiMo|Baumwoll-Mix mit Elasthan-Anteil|Körpernahe Passform|Feines Maschenbild|Oberer Teil feingerippt|Elastischer Bund|Farbe Rosa meliert|Artikelnummer 8914059,"Hauptmaterial 1: 80% Baumwolle, 18% Polyamid, 2% Elasthan", Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung| Schonwaschgang 40°,9.95,4.95
SANETTA,Boxershorts im 2er-Pack,Marineblau,140|152|164|176,Teenager Boxershorts von Sanetta|Baumwollmischung mit Stretch-Anteil |Elastischer Bund mit Muster|Dekorative Teilungsnähte |2er-Pack|Unifarben und gestreift|Farbe Marineblau|Artikelnummer 9522993,"Hauptmaterial 1: 95% Baumwolle, 5% Elasthan", Normalwaschgang 60°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Mäßig heiß bügeln| Keine chemische Reinigung,17.95,17.95
Ralph Lauren Childrenswear,Badeshorts mit floralem Muster,Dunkelblau,S|M|L|XL,Teenager Badeshorts von Ralph Lauren Childrenswear|Baumwollmischung|Florales Muster|Elastischer Bund mit Tunnelzug|Seitliche Eingrifftaschen|Münztasche mit Patte und Knopf|Kleine Logo-Stickerei|Geknöpfte Pattentasche am Gesäß|Meshfutter|Farbe Dunkelblau|Artikelnummer 9432964,"Hauptmaterial 1: 65% Baumwolle, 35% Polyamid|Futter 1: 100% Polyester|Kontrast: 100% Polyester", Normalwaschgang 30°| Nur Sauerstoffbleiche zulässig / keine Chlorbleiche| Trocknen mit reduzierter thermischer Beanspruchung| Nicht bügeln| Keine chemische Reinigung,54.95,19.95
SANETTA,Boxershorts aus Baumwolle - kariert,Marineblau|Rot,140|152|164|176,Teenager Boxershorts von Sanetta|Reine Baumwolle|Vichy Karo|Elastischer Bund|Verdeckter Eingriff mit Knopfverschluss|Farbe Rot|Artikelnummer 9433213,Hauptmaterial 1: 100% Baumwolle, Normalwaschgang 60°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Mäßig heiß bügeln| Keine chemische Reinigung,12.95,12.95
CMP F.lli Campagnolo,Badeshorts mit Hawaii-Muster,Marineblau,140|152|164|176,Teenager Badeshorts von CMP F.lli Campagnolo|Leichtes Material|Hawaii-Muster|Elastischer Bund mit innen liegendem Tunnelzug|Seitliche Eingrifftaschen|Kleines Logo-Badge|Meshfutter|Farbe Marineblau|Artikelnummer 9393939,Hauptmaterial 1: 100% Polyester|Futter 1: 100% Polyester, Schonwaschgang 40°| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung| Milde Nassreinigung| Hängend trocknen,19.95,12.95
SANETTA,Slip mit Streifenmuster,Hellblau,104|116,"Kinderslip von Sanetta|Baumwoll-Elasthan-Mix|Schmaler, gerippter Bund|Zierschleife|Streifenmuster|Ökotex Standard 100|Trocknerbeständig|Farbe Hellblau|Artikelnummer 9433257","Hauptmaterial 1: 95% Baumwolle, 5% Elasthan", Normalwaschgang 60°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Mäßig heiß bügeln| Keine chemische Reinigung,8.95,8.95
G.O.L.,Ledergürtel mit strukturiertem Muster,Dunkelblau|Anthrazit|Dunkelbraun,65|70|75|80,"Teenager Ledergürtel von G.O.L.|Echtes Leder|Dornschließe|Strukturiertes Muster|Gürtelbreite: 3,5 cm|Farbe Dunkelblau|Artikelnummer 9587508",Hauptmaterial 1: 100% Leder,,29.95,29.95
SANETTA,BH mit floralem Muster,Türkis,140|152|164|176,"Teenager-BH von Sanetta|Baumwoll-Elasthan-Mix|Verstellbare Träger|Verstellbarer Hakenverschluss|Leicht wattierte, verstärkte Cups mit Muschelsaum|Florales Muster|Zierschleife|Farbe Türkis|Artikelnummer 9432194","Hauptmaterial 1: 95% Baumwolle, 5% Elasthan", Normalwaschgang 40°| Nicht bleichen| Kein Trockner| Mäßig heiß bügeln| Keine chemische Reinigung,19.95,19.95
SANETTA,BH mit Spitzenborte,Offwhite,65/A|65A|70/A|70A|70/B|70B|65/A|65AA,Teenager BH von Sanetta|Modalmischung mit Stretch-Anteil |Leicht wattierte Cups|Verstellbare Spaghettiträger |Verstellbarer Hakenverschluss|Feine Spitzenborte am Ausschnitt|Schleifen-Applikation|Farbe Offwhite|Artikelnummer 9522857,"Hauptmaterial 1: 63% Modal, 20% Polyamid, 10% Elasthan, 7% Polyester", Normalwaschgang 40°| Nicht bleichen| Kein Trockner| Mäßig heiß bügeln| Keine chemische Reinigung,25.95,25.95
SANETTA,Unterhemd mit Katzendetails,Hellgrau meliert,92|104|116|128,Kinder Unterhemd von Sanetta |Reine Baumwolle |Rundhalsausschnitt|Ärmellos|Zierborten in Kontrastfarbe |Streifenmuster mit Katzendetails|Rückenlänge bei Größe 116: 42 cm|Farbe Hellgrau meliert|Artikelnummer 9523081,Hauptmaterial 1: 100% Baumwolle, Normalwaschgang 60°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Mäßig heiß bügeln| Keine chemische Reinigung,10.95,10.95
SANETTA,Pyjama mit Motorrad-Print - lang,Marineblau,140|176,"Teenagerpyjama von Sanetta|Reine Baumwolle|Oberteil mit Rundhalsausschnitt|Motorrad-Print|Lange Ärmel|Hose mit elastischem Bund|Lange Beine mit gerippten Bündchen|Rückenlänge bei Größe 152: 58 cm |Ärmellänge bei Größe 152: 53,5 cm |Innenbeinlänge bei Größe 152: 69 cm |Farbe Marineblau|Artikelnummer 9433195",Hauptmaterial 1: 100% Baumwolle, Normalwaschgang 40°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Mäßig heiß bügeln| Keine chemische Reinigung,29.95,29.95
SANETTA,Pyjama aus reiner Baumwolle - lang,Blau,128|140|152|164|176,"Teenager Pyjama von Sanetta|Reine Baumwolle|Oberteil mit Rundhalsausschnitt|Print auf der Vorderseite|Lange Ärmel|Hose mit elastischem Bund|Rückenlänge bei Größe 128: 53 cm|Ärmellänge bei Größe 128: 48 cm|Innenbeinlänge bei Größe 128: 55,5 cm|Farbe Blau|Artikelnummer 9523001",Hauptmaterial 1: 100% Baumwolle|Hauptmaterial 2: 100% Baumwolle, Normalwaschgang 40°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Mäßig heiß bügeln| Keine chemische Reinigung,35.95,35.95
SANETTA,Pyjama aus reiner Baumwolle - lang,Rot,128|140|152|164|176,"Teenager Pyjama von Sanetta|Reine Baumwolle|Oberteil mit Rundhalsausschnitt|Print auf der Vorderseite|Lange Ärmel mit Ellenbogen-Patches|Hose mit elastischem Bund|Rückenlänge bei Größe 128: 51,5 cm|Ärmellänge bei Größe 128: 45 cm|Innenbeinlänge bei Größe 128: 54 cm|Farbe Rot|Artikelnummer 9523002",Hauptmaterial 1: 100% Baumwolle|Hauptmaterial 2: 100% Baumwolle, Normalwaschgang 40°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Mäßig heiß bügeln| Keine chemische Reinigung,39.95,39.95
SANETTA,Bustier mit elastischem Bündchen,Weiß|Schwarz,128|140|176,Teenagerbustier von Sanetta|Baumwoll-Elasthan-Mix|Schmale Träger|Elastisches Bündchen|Farbe Schwarz|Artikelnummer 9432249,"Hauptmaterial 1: 95% Baumwolle, 5% Elasthan", Normalwaschgang 60°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Mäßig heiß bügeln| Keine chemische Reinigung,9.95,9.95
SANETTA,Panty mit elastischem Bündchen,Weiß|Schwarz,116|128|140|152|164|176,Teenagerpanty von Sanetta|Baumwoll-Elasthan-Mix|Figurbetonte Passform|Elastisches Bündchen|Farbe Schwarz|Artikelnummer 9432247,"Hauptmaterial 1: 95% Baumwolle, 5% Elasthan", Normalwaschgang 60°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Mäßig heiß bügeln| Keine chemische Reinigung,8.95,8.95
SANETTA,Bustier mit elastischem Bündchen,Weiß|Schwarz,128|140|176,Teenagerbustier von Sanetta|Baumwoll-Elasthan-Mix|Schmale Träger|Elastisches Bündchen|Farbe Weiß|Artikelnummer 9432248,"Hauptmaterial 1: 95% Baumwolle, 5% Elasthan", Normalwaschgang 60°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Mäßig heiß bügeln| Keine chemische Reinigung,9.95,9.95
SANETTA,Unterhemd mit Sternenmuster im Vintage Look,Weiß,140|152|164|176,Teenager Unterhemd von Sanetta|Baumwollmischung mit Stretch-Anteil |Leicht taillierter Schnitt|Rundhalsausschnitt mit Zierschleife |Ärmellos|Sternenmuster im Vintage Look|Rückenlänge bei Größe 152: 55 cm|Farbe Weiß|Artikelnummer 9522823,"Hauptmaterial 1: 95% Baumwolle, 5% Elasthan", Normalwaschgang 60°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Mäßig heiß bügeln| Keine chemische Reinigung,12.95,12.95
SANETTA,Slip im 2er-Pack ,Marineblau,92|104|116|128,Kinder Slip von Sanetta|Baumwoll-Elasthan-Mix|Elastischer Bund mit Kontraststreifen|Elastische Beinausschnitte|Ein gestreiftes Modell mit Automuster|Oeko-Tex® Standard 100|Made in Europe|2er-Pack|Farbe Marineblau|Artikelnummer 9523123,"Hauptmaterial 1: 95% Baumwolle, 5% Elasthan", Normalwaschgang 60°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Mäßig heiß bügeln| Keine chemische Reinigung,15.95,9.95
SANETTA,Boxershorts mit Karomuster,Blau,140|152|164|176,Teenager Boxershorts von Sanetta|Reine Baumwolle|Elastischer Kontrastbund|Geknöpfter Eingriff|Karomuster|Oeko-Tex® Standard 100|Farbe Blau|Artikelnummer 9522999,Hauptmaterial 1: 100% Baumwolle, Normalwaschgang 60°| Normalwaschgang 95°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Mäßig heiß bügeln| Keine chemische Reinigung,13.95,13.95
SANETTA,Slip mit Pferde-Print ,Weiß,92|104|116|128,Kinder Slip von Sanetta|Reine Baumwolle|Elastischer Bund |Feine Rippenstruktur|Pferde-Print und florale Details|Farbe Weiß|Artikelnummer 9568544,Hauptmaterial 1: 100% Baumwolle, Normalwaschgang 60°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Mäßig heiß bügeln| Keine chemische Reinigung,7.95,7.95
SANETTA,Slip mit Zierschleife - gestreift,Schwarz,140|152|164|176,Teenager Slip von Sanetta|Baumwollmischung mit Stretch-Anteil |Elastischer Bund mit Zierborte und Zierschleife|Zierschleife am Bund|Streifenmuster|Farbe Schwarz|Artikelnummer 9522830,"Hauptmaterial 1: 95% Baumwolle, 5% Elasthan", Normalwaschgang 60°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Mäßig heiß bügeln| Keine chemische Reinigung,10.95,10.95
SANETTA,Boxershorts mit Karomuster,Blau,140|152|164|176,Teenager Boxershorts von Sanetta|Reine Baumwolle|Elastischer Bund|Geknöpfter Eingriff|Karomuster|Oeko-Tex® Standard 100|Farbe Blau|Artikelnummer 9522998,Hauptmaterial 1: 100% Baumwolle, Normalwaschgang 60°| Normalwaschgang 95°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Mäßig heiß bügeln| Keine chemische Reinigung,12.95,12.95
SANETTA,Slip aus Bio-Baumwolle,Weiß,92|104|116|140,Kinderslip von Sanetta|Reine Baumwolle (Bio)|Pferdchenmuster|Elastischer Bund|Teilungsnähte|Farbe Weiß|Artikelnummer 9433253,Hauptmaterial 1: 100% Baumwolle (Bio), Schonwaschgang 40°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Mäßig heiß bügeln| Keine chemische Reinigung,7.95,7.95
SANETTA,Slip mit Blumenmuster und Zierborte,Türkis,140|152|164|176,Teenagerslip von Sanetta|Baumwoll-Elasthan-Mix|Blumenmuster|Elastischer Bund mit Zierborte|Kleine Schleifen-Applikation|Farbe Türkis|Artikelnummer 9432192,"Hauptmaterial 1: 95% Baumwolle, 5% Elasthan", Normalwaschgang 60°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Mäßig heiß bügeln| Keine chemische Reinigung,13.95,13.95
SANETTA,Pyjama mit Skateboard-Print,Blau,140|152|164|176,Teenager Pyjama von Sanetta|Reine Baumwolle |Rundhalsausschnitt|Lange Ärmel |Skateboard-Print mit Comicdetails|Elastischer Hosenbund |Meliert|Rückenlänge bei Größe 152: 62 cm|Ärmellänge bei Größe 152: 60 cm|Innenbeinlänge bei Größe 152: 68 cm |Farbe Blau|Artikelnummer 9523004,Hauptmaterial 1: 100% Baumwolle, Normalwaschgang 60°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Mäßig heiß bügeln| Keine chemische Reinigung,35.95,35.95
SANETTA,Slip mit Streifenmuster,Marineblau,92|104|116|128,Kinder Slip von Sanetta|Reine Baumwolle |Elastischer Bund |Teilungsnähte |Streifenmuster|Farbe Marineblau|Artikelnummer 9523121,Hauptmaterial 1: 100% Baumwolle, Normalwaschgang 60°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Mäßig heiß bügeln| Keine chemische Reinigung,9.95,4.95
SANETTA,Trunks im 2er-Pack,Marineblau,140|152|164|176,Teenager Trunks von Sanetta|Baumwoll-Elasthan-Mix|Elastischer Bund mit eingearbeitetem Logo|Trocknerbeständig |Öko-Tex® Standard 100|Comic-Muster|Made in Europe|2er-Pack|Farbe Marineblau|Artikelnummer 9522992,"Hauptmaterial 1: 95% Baumwolle, 5% Elasthan", Normalwaschgang 60°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Mäßig heiß bügeln| Keine chemische Reinigung,17.95,17.95
SANETTA,Unterhemd mit Pferde-Print,Weiß,92|104|116|128,Kinder Unterhemd von Sanetta|Reine Baumwolle|Leicht taillierter Schnitt|Rundhalsausschnitt|Ärmellos|Pferde-Print |Rückenlänge bei Größe 116: 44 cm |Farbe Weiß|Artikelnummer 9568543,Hauptmaterial 1: 100% Baumwolle, Normalwaschgang 40°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Mäßig heiß bügeln| Keine chemische Reinigung,9.95,9.95
SANETTA,Trunks mit Streifenmuster ,Marineblau,140|152|164|176,Teenager Trunks von Sanetta|Baumwoll-Elasthan-Mix|Elastischer Bund mit Logo-Kürzel|Streifenmuster|Ökotex Standart 100 |Made in Europe|Farbe Marineblau|Artikelnummer 9522994,"Hauptmaterial 1: 95% Baumwolle, 5% Elasthan", Normalwaschgang 30°| Nicht bleichen| Kein Trockner| Mäßig heiß bügeln| Keine chemische Reinigung,12.95,12.95
SANETTA,Pyjamahose mit Karomuster,Blau,140|152|164|176,Teenager Pyjamahose von Sanetta|Reine Baumwolle|Elastischer Bund mit Ziertunnelzug|Karomuster|Innenbeinlänge bei Größe 152: 64 cm|Farbe Blau|Artikelnummer 9523006,Hauptmaterial 1: 100% Baumwolle, Normalwaschgang 40°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Mäßig heiß bügeln| Keine chemische Reinigung,19.95,19.95
SANETTA,Panty mit Streifenmuster,Schwarz,140|152|164|176,Teenager Panty von Sanetta|Baumwollmischung mit Stretch-Anteil |Elastischer Bund |Zierschleife und Zierborte am Bund |Streifenmuster|Farbe Schwarz|Artikelnummer 9522831,"Hauptmaterial 1: 95% Baumwolle, 5% Elasthan", Normalwaschgang 60°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Mäßig heiß bügeln| Keine chemische Reinigung,10.95,10.95
SANETTA,BH mit verstellbaren Trägern,Weiß|Schwarz,140|152|164|176,Teenager-BH von Sanetta|Baumwollmischung|Verstellbare Träger|Verstellbarer Hakenverschluss|Leicht wattierte Cups|Metall-Logo|Farbe Schwarz|Artikelnummer 9432251,"Hauptmaterial 1: 46% Baumwolle, 46% Modal, 8% Elasthan", Normalwaschgang 40°| Nicht bleichen| Kein Trockner| Mäßig heiß bügeln| Keine chemische Reinigung,19.95,19.95
SANETTA,Pyjama mit Katzen-Print ,Schwarz,140|152|164|176,Teenager Pyjama von Sanetta|Reine Baumwolle |Rundhalsausschnitt|Lange Ärmel |Überschnittene Schultern |Katzen-Print |Details mit Glitter-Effekt|Streifenmuster|Elastischer Hosenbund|Rückenlänge bei Größe 152: 60 cm |Innenbeinlänge bei Größe 152: 72 cm|Farbe Schwarz|Artikelnummer 9522840,Hauptmaterial 1: 100% Baumwolle, Normalwaschgang 40°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Mäßig heiß bügeln| Keine chemische Reinigung,39.95,39.95
SANETTA,Unterhemd mit Streifenmuster,Schwarz,140|152|164|176,Teenager Unterhemd von Sanetta |Baumwollmischung mit Stretch-Anteil |Rundhalsausschnitt mit Zierborte und Zierschleife |Ärmellos|Streifenmuster|Rückenlänge bei Größe 152: 46 cm|Farbe Schwarz|Artikelnummer 9522827,"Hauptmaterial 1: 95% Baumwolle, 5% Elasthan", Normalwaschgang 60°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Mäßig heiß bügeln| Keine chemische Reinigung,14.95,14.95
SANETTA,Pyjama mit Message-Print und floralem Muster,Aubergine,140|152|164|176,"Teenagerpyjama von Sanetta|Reine Baumwolle|Rundhalsausschnitt|Lange Ärmel|Message-Print|Elastischer Bund|Schmal zulaufendes Bein |Florales Muster|Rückenlänge bei Größe 152: 57,5 cm |Ärmellänge bei Größe 152: 57 cm |Innenbeinlänge bei Größe 152: 68 cm |Farbe Aubergine|Artikelnummer 9432180",Hauptmaterial 1: 100% Baumwolle, Normalwaschgang 60°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Mäßig heiß bügeln| Keine chemische Reinigung,35.95,35.95
SANETTA,Slip aus Modal-Elasthan-Mix,Offwhite,140|152|164|176,Teenager Slip von Sanetta|Modal-Elasthan-Mix|Figurnaher Schnitt|Elastischer Bund|Zierborten|Zierschleife|Farbe Offwhite|Artikelnummer 9522858,"Hauptmaterial 1: 93% Modal, 7% Elasthan"," Normalwaschgang 40°| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",14.95,7.95
SANETTA,Nachthemd mit Blütenmuster,Türkis,140|152|164|176,Teenager Nachthemd von Sanetta|Reine Baumwolle|Figurnahe Passform|Rundhalsausschnitt|Kurze Ärmel|Brusttasche|Blütenmuster|Rückenlänge bei Größe 152: 80 cm|Farbe Türkis|Artikelnummer 9432187,Hauptmaterial 1: 100% Baumwolle, Normalwaschgang 60°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Mäßig heiß bügeln| Keine chemische Reinigung,25.95,25.95
SANETTA,Pyjama mit Katzen-Print,Rosé,92|98|104|116|128,Kinder Pyjama von Sanetta|Reine Baumwolle |Rundhalsausschnitt|Lange Ärmel |Katzen-Print |Gewellte Saumabschlüsse in Kontrastfarbe|Elastischer Hosenbund|Gerades Bein |Streifenmuster mit Katzendetails|Rückenlänge bei Größe 152: 44 cm |Ärmellänge bei Größe 152: 43 cm|Innenbeinlänge bei Größe 152: 47 cm|Farbe Rosé|Artikelnummer 9523078,Hauptmaterial 1: 100% Baumwolle, Normalwaschgang 40°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Mäßig heiß bügeln| Keine chemische Reinigung,29.95,29.95
Review for Kids,Strumpfhose aus Baumwollmischung,Dunkelblau|Pink,92|104|116|128|140,Kinder Strumpfhose von Review|Elastische Baumwollmischung|Blickdicht|Elastischer Bund|Matt|Farbe Dunkelblau|Artikelnummer 9493248,"Hauptmaterial 1: 70% Baumwolle, 28% Polyacryl, 2% Elasthan", Normalwaschgang 40°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Nicht bügeln| Keine chemische Reinigung,9.95,4.95
SANETTA,Pyjama mit Message-Print,Rosé,128|140|152|164|176,Teenager Pyjama von Sanetta|Reine Baumwolle |Rundhalsausschnitt|Lange Ärmel |Gewellte Abschlüsse|Message-Print |Elastischer Hosenbund|Kontrastnähte |Abgesetzte Beinabschlüsse mit Streifenmuster|Sternenmuster im Vintage Look|Rückenlänge bei Größe 128: 52 cm |Ärmellänge bei Größe 128: 48 cm|Innenbeinlänge bei Größe 128: 52 cm|Farbe Rosé|Artikelnummer 9522839,Hauptmaterial 1: 100% Baumwolle, Normalwaschgang 60°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Mäßig heiß bügeln| Keine chemische Reinigung,35.95,35.95
Maximo,Handschuhe mit Fleecefutter - wasserfest,Marineblau,3|4|5|6|7,Kinder Handschuhe von maximo|Strapazierfähiges Material|Wasserfest und atmungsaktiv|Rippenbündchen|Elastische Einsätze|Gummierter Besatz auf der Handfläche|Fleecefutter|Farbe Marineblau|Artikelnummer 9539743,Hauptmaterial 1: 100% Polyamid|Futter 1: 100% Polyester, Schonwaschgang 30°| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,14.95,9.95
SANETTA,Pyjama mit Katzen-Print und Glitter-Effekt,Hellgrau,92|98|104|116|128,Kinder Pyjama von Sanetta|Reine Baumwolle|Rundhalsausschnitt|Lange Ärmel |Katzen-Print mit Zierschleife aus Mesh|Details mit Glitter-Effekt|Elastischer Hosenbund|Elastische Beinabschlüsse|Rückenlänge bei Größe 116: 44 cm|Ärmellänge bei Größe 116: 42 cm |Innenbeinlänge bei Größe 116: 46 cm|Farbe Hellgrau|Artikelnummer 9523077,Hauptmaterial 1: 100% Baumwolle, Normalwaschgang 40°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Mäßig heiß bügeln| Keine chemische Reinigung,29.95,29.95
Review for Kids,Strumpfhose aus Baumwollmischung,Dunkelblau|Pink,92|104|116|128|140,Kinder Strumpfhose von Review|Elastische Baumwollmischung|Blickdicht|Elastischer Bund|Matt|Farbe Pink|Artikelnummer 9493250,"Hauptmaterial 1: 70% Baumwolle, 28% Polyacryl, 2% Elasthan", Normalwaschgang 40°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Nicht bügeln| Keine chemische Reinigung,9.95,4.95
SANETTA,Pyjama mit Oldtimer-Print ,Marineblau,92|98|104|116|128|140,Kinder Pyjama von Sanetta |Reine Baumwolle|Longsleeve mit Rundhalsausschnitt|Elastische Ärmelbündchen|Oldtimer-Print|Melierte Hose mit elastischem Bund und Bündchen|Rückenlänge bei Größe 116: 49 cm |Ärmellänge bei Größe 116: 43 cm |Innenbeinlänge bei Größe 116: 50 cm |Farbe Marineblau|Artikelnummer 9523131,Hauptmaterial 1: 100% Baumwolle, Normalwaschgang 60°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Mäßig heiß bügeln| Keine chemische Reinigung,29.95,19.95
Maximo,Handschuhe aus Fleece,Pink,OS|2|3|3|4|4|5|5|6|6|7|7,Kinder Handschuhe von maximo|Fleece|Elastische Rippenbündchen|Logo-Stickerei|Farbe Pink|Artikelnummer 9539420,Hauptmaterial 1: 100% Polyester, Schonwaschgang 30°| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,10.95,4.95
