Brandname,Productname,Colors,Sizes,Description,Materials,Maintenance,RegularPrice,CurrentPrice
Castañer,Espadrilles mit Keilabsatz und Schnürung,Schwarz|Dunkelblau|Altrosa|Jeans|Weiß,36|37|38|39|40|41,Damen Espadrilles von Castañer|Canvas|Abgerundete Spitze|Aussparungen an den Seiten|Keilabsatz|Gummisohle mit Besatz in Flechtoptik|Schnürung|Absatzhöhe: 6 cm|Farbe Dunkelblau|Artikelnummer 9634779,Hauptmaterial 1: 100% Textil|Sohle: 100% Gummi,,85.95,85.95
ILC,Espadrilles aus Leder,Khaki|Dunkelrot,36|37|38|39|41,Damen Espadrilles von ILC|Echtes Leder|Verstärkte Spitze mit Glitzerbesatz|Strohbesatz an der Sohle|Gummisohle|Sohlenhöhe: 2 cm|Farbe Khaki|Artikelnummer 9363858,Hauptmaterial 1: 100% Leder,,59.95,59.95
Havaianas,Zehentrenner mit Ikatmuster,Weiß,35/36|37/38|39/40|41/42,"Damen Zehentrenner von havaianas|Strapazierfähiges Material|Logo am Riemen|Sohle aus Gummi|Ikatmuster|Sohlenhöhe: 1,5 cm|Farbe Weiß|Artikelnummer 9646199",Hauptmaterial 1: 100% Synthetik|Futter 1: 100% Synthetik|Sohle: 100% Gummi,,27.95,27.95
Apple of Eden,Sandalen aus Leder,Schwarz|Silber,36|37|38|39|40|41,Damen Sandalen von Apple of Eden|Echtes Leder|Riemchenverschluss|Innensohle aus Leder|Gummisohle|Sohlenhöhe: 1 cm|Farbe Schwarz|Artikelnummer 9637429,Hauptmaterial 1: 100% Leder|Futter 1: 100% Leder|Sohle: 100% Gummi,,59.95,59.95
s.Oliver RED LABEL,Wedges mit Pailletten-Besatz,Schwarz|Beige,36|37|38|39|40|41|42,Damen Wedges von s.Oliver|Vorderer Teil aus Textil|Pailletten-Besatz|Fersenriemen in Lederoptik|Elastische Riemen|Keilabsatz in Flechtoptik|Gummisohle|Absatzhöhe: 8 cm|Farbe Schwarz|Artikelnummer 9634187,Hauptmaterial 1: 100% Textil|Futter 1: 100% Textil|Sohle: 100% Gummi,,39.95,39.95
Converse,Sneakers aus Canvas,Marineblau,"36|36,5|37|37,5|38|39|41",Damen Sneakers von Converse|Canvas|Gummisohle|Abgerundete Spitze mit Vorderkappe|Schnürverschluss|Sohlenhöhe: 3 cm|Farbe Marineblau|Artikelnummer 9332958,Hauptmaterial 1: 100% Canvas|Futter 1: 100% Canvas|Sohle: 100% Gummi,,64.95,64.95
APOLLO,Hausschuhe mit Weihnachts-Applikation,Rot|Grün|Schwarz,37/39|40/42,"Damen Hausschuhe von Apollo|Nicki|Teddyfutter|Anti-Rutsch-Sohle|Abgerundete Spitze|Slip-On|Weihnachts-Applikation|Sohlenhöhe: 0,2 cm|Farbe Grün|Artikelnummer 9642131",Hauptmaterial 1: 100% Textil|Futter 1: 100% Textil|Sohle: 100% Textil, Normalwaschgang 30°| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,14.95,9.95
Rainbow,Pumps mit Fesselriemchen,Beige,"36|3|37|4|37,5|4,5|38|5|38,5|5,5|39|6|39,5|6,5|40|7|40,5|7,5|41|8",Damen Pumps von Rainbow Club|Schimmerndes Material|Blockabsatz|Abgerundete Spitze|Fesselriemchen mit Dornschließe|Farbe Beige|Artikelnummer 9477129,,,135.95,135.95
MICHAEL Michael Kors,Pumps aus Saffianoleder,Rosé,"36|6|36,5|6,5|37|7|38|7,5|38,5|8|39|8,5|40|9|40,5|9,5|41|10",Damen Pumps von MICHAEL Michael Kors|Echtes Saffianoleder|Vorne spitz zulaufend|Logo-Applikation|Fußbett aus Leder|Pfennigabsatz|Gummisohle |Absatzhöhe: 8 cm|Farbe Rosé|Artikelnummer 9612821,Hauptmaterial 1: 100% Saffiano Leder|Futter 1: 100% Leder|Sohle: 100% Gummi,,119.95,119.95
Keds,Sneaker aus Leder mit Ortholite®-Fußbett,Weiß,"37|6,5|37,5|7|38|7,5|39|8|39,5|8,5|40|9|40,5|9,5|41|10|42|10,5","Damen Sneaker von Keds|Echtes Leder|Perforierte Details|Abgerundete Spitze|Schnürverschluss|Gummisohle|Ortholite®-Fußbett|Logo-Applikationen|Sohlenhöhe: 2,5 cm|Farbe Weiß|Artikelnummer 9641287",Hauptmaterial 1: 100% Leder|Sohle: 100% Gummi,,84.95,84.95
Clarks,Chelsea Boots aus Leder ,Sand,"37|4|37,5|4,5|38|5|39|5,5|39,5|6|40|6,5|41|7|41,5|7,5|42|8",Damen Chelsea Boots von Clarks|Modell Othea Ruby|Echtes Leder |Abgerundete Spitze |Elastische Einsätze an den Seiten |Absatz|Überknöchelhoher Schaft|Schlangenlederoptik|Absatzhöhe: 7 cm|Schafthöhe: 12 cm|Farbe Sand|Artikelnummer 9511789,Hauptmaterial 1: 100% Leder|Sohle: 100% Gummi,,139.95,89.95
Converse,Sneakers mit glitzernder Oberfläche,Schwarz,"36|36,5|37|37,5|39",Damen Sneakers von Converse|Canvas|Robustes Material|Glitzernde Oberfläche|Niedriger Schaft|Schnürverschluss|Abgerundete Spitze|Gummikappe|Luftlöcher an den Seiten|Gummisohle|Sohlenhöhe: 3 cm|Farbe Schwarz|Artikelnummer 9207250,Hauptmaterial 1: 100% Canvas|Futter 1: 100% Canvas|Sohle: 100% Gummi, Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,69.95,69.95
Pepe Jeans,Sneaker aus Canvas mit Logo-Stickerei,Marineblau|Weiß|Schwarz,36|37|38|39|40|41,Damen Sneaker von Pepe Jeans |Modell Aberlady Basic|Canvas|Abgerundete Spitze |Schnürverschluss|Logo-Stickerei an der Seite |Logo-Applikation|Ortholite® Innensohle|Profilsohle aus Gummi|Sohlenhöhe: 2 cm|Farbe Weiß|Artikelnummer 9635554,Hauptmaterial 1: 100% Textil|Sohle: 100% Gummi,,49.95,49.95
Superdry,Zehentrenner mit Streifenmuster,Dunkelblau|Gelb,S|M|L,"Damen Zehentrenner von Superdry|PVC-Riemen|EVA-Sohle|Streifenmuster|Logo-Print|Sohlenhöhe: 1,5 cm|Farbe Dunkelblau|Artikelnummer 9672506",Hauptmaterial 1: 100% PVC|Futter 1: 100% Ethylenvinylacetat,,19.95,19.95
Marc O'Polo,Slipper in Boucléoptik,Marineblau|Anthrazit,36|37|38|39|40|41,Damen Slipper von MARC O'POLO|Weiches Material|Boucléoptik|Ziernähte|Futter aus Webpelz|Gummisohle mit Besatz in Flechtoptik|Sohlenhöhe: 2 cm|Farbe Anthrazit|Artikelnummer 9513687,Hauptmaterial 1: 100% Textil|Futter 1: 100% Textil|Sohle: 100% Gummi,,49.95,39.95
Tommy Hilfiger,Zehentrenner mit gestreiften Riemen,Schwarz|Rot|Dunkelblau,36|37|38|39|40|41|42,Damen Zehentrenner von Tommy Hilfiger |Textil|Riemen mit Streifenmuster und Logo-Print|Gummisohle mit Logo-Print |Sohlenhöhe: 2 cm|Farbe Schwarz|Artikelnummer 9591652,Hauptmaterial 1: 100% Textil|Sohle: 100% Gummi,,29.95,29.95
Pedro Miralles,Ankle Boots aus Glattleder,Taupe,36|37|38|39|40|41|42,"Damen Ankle Boots von Pedro Miralles|Glattleder|Knöchelhoher Schaft|Elastischer Einsatz am Schaft|Lasche an der Ferse|Abgerundete Spitze|Pfennigabsatz|Sohlenhöhe: 0,2 cm|Absatzhöhe: 8 cm|Farbe Taupe|Artikelnummer 9533435",Hauptmaterial 1: 100% Leder|Futter 1: 100% Leder|Sohle: 100% Synthetik,,149.95,89.95
Tamaris,Pantolette aus Leder in Metallicoptik,Rosa,36|37|38|39|40|41|42,Damen Pantolette von Tamaris|Echtes Leder in Metallicoptik|Reptilienstruktur|Gekreuzte Riemen|TOUCH it-Fußbett|Gummisohle|Sohlenhöhe: 2 cm|Farbe Rosa|Artikelnummer 9634216,Hauptmaterial 1: 100% Leder|Sohle: 100% Gummi,,49.95,49.95
Puma,Sneaker 'Reset' mit Zierschleife,Rosa,"36|3,5|37|4|37,5|4,5|38|5|38,5|5,5|39|6|40|6,5|40,5|7|41|7,5","Damen Sneaker von PUMA|Modell Reset|Veloursleder|Gummisohle|Abgerundete Spitze|Schnürverschluss|Schleifen-Applikation|Sohlenhöhe: 2,5 cm|Farbe Rosa|Artikelnummer 9601180",Hauptmaterial 1: 100% Veloursleder,,89.95,89.95
Tommy Hilfiger,Sneaker aus Veloursleder mit Mesheinsätzen,Rot,36|37|38|39|40,"Damen Sneaker von Tommy Hilfiger |Echtes Veloursleder|Kontrasteinsätze aus Mesh|Abgerundete Spitze|Schnürverschluss mit Logo-Applikation|Gummisohle mit Streifenmuster|Sohlenhöhe: 2,5 cm|Farbe Rot|Artikelnummer 9591616",Hauptmaterial 1: 100% Veloursleder|Hauptmaterial 2: 100% Textil|Sohle: 100% Gummi,,89.95,89.95
BRUNO PREMI,Chelsea Boots aus Veloursleder,Schwarz|Dunkelblau,36|37|38|39|40|41|42,Damen Chelsea Boots von Bruno Premi|Echtes Veloursleder|Abgerundete Spitze |Überknöchelhoher Schaft|Absatz|Elastischer Einsatz mit Zierstreifen|Absatzhöhe: 6 cm|Farbe Schwarz|Artikelnummer 9563114,Hauptmaterial 1: 100% Veloursleder|Sohle: 100% Gummi,,149.95,99.95
Tamaris,Sneaker mit strukturiertem Muster,Weiß|Rosé,36|37|38|39|40|41|42,Damen Sneaker von Tamaris|Lederoptik|Strukturiertes Muster|Besatz in Schlangenlederoptik|Metallic-Details|Schnürverschluss|Gummisohle|Sohlenhöhe: 3 cm|Farbe Weiß|Artikelnummer 9634201,Hauptmaterial 1: 100% Synthetik|Futter 1: 100% Synthetik|Sohle: 100% Gummi,,49.95,49.95
Calvin Klein Underwear,Badesandale mit Logo-Applikation,Weiß,35/36|36/35|37/38|38/37|39/40|40/39|41/42|42/41,"Damen Badesandale von Calvin Klein|Strapazierfähiges Material|Riemen mit Logo-Applikation|Kontrasteinsatz aus Neopren am Riemen|Gummisohle mit Logo-Applikation|Sohlenhöhe: 2,5 cm|Farbe Weiß|Artikelnummer 9581863",Hauptmaterial 1: 100% Synthetik|Einsatz: 100% Polyamid|Sohle: 100% Gummi,,39.95,39.95
67,Chelsea Boots aus Veloursleder,Schwarz,36|37|38|39|40|41,"Damen Chelsea Boots von 67|Modell Kochy|Echtes Veloursleder|Überknöchelhoher Schaft|Seitliche elastische Einsätze|Spitz zulaufende Spitze|Schmaler Besatz an der Spitze|Blockabsatz|Sohlenhöhe: 0,5 cm|Absatzhöhe: 4,5 cm|Schafthöhe: 12,5 cm|Schaftweite: 9 cm|Farbe Schwarz|Artikelnummer 9549414",Hauptmaterial 1: 100% Leder|Futter 1: 100% Leder|Futter 2: 100% Textil|Sohle: 100% Gummi, Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,119.95,89.95
s.Oliver RED LABEL,Boots aus echtem Leder,Mittelbraun,36|37|38|39|40|41|42,"Damen Boots von s.Oliver|Echtes Leder|Überknöchelhoher Schaft|Schnürverschluss|Seitlicher Reißverschluss|Abgerundete Spitze|Weiche Laufsohle|Gummisohle mit Profil|Kleiner Absatz|Rahmennähte|Sohlenhöhe: 1,5 cm|Absatzhöhe: 5 cm|Schafthöhe: 15 cm|Schaftweite: 25 cm|Farbe Mittelbraun|Artikelnummer 9540190",Hauptmaterial 1: 100% Leder|Futter 1: 100% Textil|Sohle: 100% Gummi, Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,79.95,59.95
ALPE,Overknees aus Veloursleder mit Kontrasteinsätzen,Schwarz,36|37|38|39|40|41,Damen Overknees von Alpe |Echtes Veloursleder|Kontrasteinsätze aus Textil an der Rückseite |Vorne spitz zulaufend |Kleiner Absatz|Reißverschlüsse an der Innenseite|Absatzhöhe: 4 cm |Schafthöhe: 54 cm |Schaftweite: 36 cm |Farbe Schwarz|Artikelnummer 9567755,"Hauptmaterial 1: 50% Veloursleder, 50% Textil|Sohle: 100% Gummi",,139.95,109.95
Buffalo,Pumps in Lacklederoptik,Gold|Beige,36|37|38|39|40|41|42,Damen Pumps von Buffalo|Lacklederoptik|Vorne spitz zulaufend|Pfennigabsatz|Absatzhöhe: 8 cm|Farbe Beige|Artikelnummer 9624748,,,59.95,59.95
Selected Femme,Chelsea Boots im Vintage Look ,Schwarz,36|37|38|39|40|41,"Damen Chelsea Boots von Selected Femme |Echtes Leder|Spitz zulaufende Form|Ziernähte|Elastische Einsätze am Schaft |Absatzsohle aus Leder |Sohlenhöhe: 3,5 cm |Farbe Schwarz|Artikelnummer 9554852",Hauptmaterial 1: 100% Leder|Futter 1: 100% Leder|Sohle: 100% Leder,,169.95,84.95
Tommy Hilfiger,Sneaker aus Canvas mit Glitter-Effekt,Weiß,36|37|38|39|40,Damen Sneaker von Tommy Hilfiger |Canvas |Strukturierte Details mit Glitter-Effekt an den Seiten|Abgerundete Spitze|Schnürverschluss|Logo-Applikationen|Gummisohle mit Besatz in Flechtoptik|Sohlenhöhe: 2 cm|Farbe Weiß|Artikelnummer 9591588,"Hauptmaterial 1: 75% Baumwolle, 25% Polyester|Futter 1: 100% Baumwolle",,79.95,79.95
Buffalo,Chelsea Boots aus echtem Leder,Schwarz,36|37|38|39|40|41|42,Damen Chelsea Boots von Buffalo|Echtes Leder|Spitz zulaufende Form|Überknöchelhoher Schaft|Elastische Einsätze|Details in Goldoptik|Blockabsatz|Absatzhöhe: 4 cm|Farbe Schwarz|Artikelnummer 9526198,Hauptmaterial 1: 100% Leder|Futter 1: 100% Leder|Sohle: 100% Gummi,,119.95,89.95
adidas Originals,Sneaker aus glänzendem Neopren,Metallic Lila,36 2/3|4|38|5|39 1/3|6|40 2/3|7|37 1/3|4/|38 2/3|5/|40|6/,"Damen Sneaker von adidas Originals|Modell Tubular Entrap|Glänzendes Neopren mit Lederbesatz in Metallicoptik|Gummisohle|Abgerundete Spitze|Schnürverschluss|Sohlenhöhe: 4,5 cm|Farbe Metallic Lila|Artikelnummer 9552013",Hauptmaterial 1: 100% Textil|Hauptmaterial 2: 100% Leder|Futter 1: 100% Textil|Sohle: 100% Gummi,,119.95,89.95
Tommy Hilfiger,Espadrilles aus Canvas mit Details in Flechtoptik,Dunkelblau|Beige,36|37|38|39|40,Damen Espadrilles von Tommy Hilfiger |Canvas |Details in Flechtoptik|Abgerundete Spitze|Elastische Einsätze an den Seiten|Logo-Stickerei|Gummisohle mit Kontrastbesatz in Flechtoptik|Sohlenhöhe: 1 cm|Farbe Beige|Artikelnummer 9611739,Hauptmaterial 1: 100% Textil|Sohle: 100% Gummi,,59.95,59.95
s.Oliver RED LABEL,Plateaupumps mit floralem Muster,Beige,37|38|39|40|41,"Damenplateaupumps von s.Oliver|Fein strukturiertes, strapazierfähiges Material|Abgerundete Spitze|Plateausohle|Absatz|Florales Muster mit Schmetterlingen|Sohlenhöhe: 1,5 cm|Absatzhöhe: 8 cm|Farbe Beige|Artikelnummer 9448634","Hauptmaterial 1: 100% Textil|Futter 1: 50% Textil, 50% Synthetik|Sohle: 100% Synthetik",,49.95,49.95
Hilfiger Denim,Zehentrenner mit Riemen in Metallicoptik,Gold|Silber,36|37|38|39|40|41|42,"Damen Zehentrenner von Hilfiger Denim|Strapazierfähiges Material|Abgerundete Spitze|Riemen in Metallicoptik|Sohle aus Gummi|Sohlenhöhe: 1,5 cm|Farbe Gold|Artikelnummer 9582187","Hauptmaterial 1: 55% Polyester, 30% Polyurethan, 15% Baumwolle|Futter 1: 55% Polyurethan, 45% Nylon|Sohle: 100% Gummi", Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,39.95,39.95
Tamaris,Stiefelette aus weichem Leder,Mittelbraun,36|37|38|39|40|41|42,Damen Stiefelette von Tamaris|Weiches Leder |Überknöchelhoher Schaft|Seitlicher Reißverschluss|Abgerundete Spitze|Absatz|Elastischer Einsatz|Teilungsnähte|Gummisohle|Absatzhöhe: 8 cm|Farbe Mittelbraun|Artikelnummer 9540173,Hauptmaterial 1: 100% Leder|Futter 1: 100% Textil|Futter 2: 100% Textil|Futter 3: 100% Synthetik|Sohle: 100% Gummi, Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,69.95,49.95
Selected Femme,Lederboots mit regulierbaren Riegeln,Schwarz,36|37|38|39|40|41,"Damen Lederboots von SELECTED FEMME|Modell Sfbeth Biker Boots|Echtes Leder|Natürliche Narbung|Wadenhoher Schaft mit kurzem Schlitz|Regulierbare Riegel am Schaft|Seitlicher Reißverschluss|Abgerundete Spitze|Niedriger Absatz|Rahmennaht|Profilsohle aus Gummi|Sohlenhöhe: 1,5 cm|Absatzhöhe: 3 cm|Schafthöhe: 17 cm|Farbe Schwarz|Artikelnummer 9554858",Hauptmaterial 1: 100% Leder|Futter 1: 100% Leder|Sohle: 100% Gummi, Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,149.95,99.95
Vagabond,Stiefelette aus echtem Leder,Mittelgrau,36|37|38|39|40|41,Damen Stiefelette von Vagabond|Modell Grace|Echtes Leder|Überknöchelhoher Schaft|Elastischer Einsatz|Seitlicher Reißverschluss|Profilsohle und Absatz aus Gummi|Absatzhöhe: 7 cm|Farbe Mittelgrau|Artikelnummer 9584859,Hauptmaterial 1: 100% Leder|Futter 1: 100% Leder|Sohle: 100% Gummi,,99.95,79.95
Hilfiger Denim,Chelsea Boots aus Veloursleder,Mittelgrau,37|38|39|40|41|42,Damen Chelsea Boots von Hilfiger Denim|Veloursleder|Gummisohle|Abgerundete Spitze|Überknöchelhoher Schaft|Elastische Einsätze|Sohlenhöhe: 3 cm|Farbe Mittelgrau|Artikelnummer 9509781,Hauptmaterial 1: 100% Leder|Futter 1: 100% Leder|Futter 2: 100% Textil,,139.95,99.95
Guess,Stiefeletten aus echtem Leder in Metallicoptik,Rosé,36|37|38|39|40|41,"Damen Stiefeletten von Guess|Echtes Leder in Metallicoptik|Knöchelhoher Schaft|Reißverschluss|Peeptoe|Pfennigabsatz|Absatzhöhe: 10,5 cm|Farbe Rosé|Artikelnummer 9507106",Hauptmaterial 1: 100% Leder|Futter 1: 100% Leder|Sohle: 100% Synthetik,,179.95,99.95
BRUNO PREMI,Chelsea Boots aus Veloursleder,Schwarz|Dunkelblau,36|37|38|39|40|41|42,Damen Chelsea Boots von Bruno Premi|Echtes Veloursleder|Abgerundete Spitze |Überknöchelhoher Schaft|Absatz|Elastischer Einsatz mit Zierstreifen|Absatzhöhe: 6 cm|Farbe Dunkelblau|Artikelnummer 9563115,Hauptmaterial 1: 100% Veloursleder|Sohle: 100% Gummi,,149.95,99.95
ALPE,Chelsea Boots aus Veloursleder,Dunkelblau,36|37|38|39|40|41,"Damen Chelsea Boots von Alpe|Echtes Veloursleder|Vorne spitz zulaufend |Elastische Einsätze an den Seiten |Knöchelhoher Schnitt|Kleiner Absatz|Absatzhöhe: 2,5 cm |Farbe Dunkelblau|Artikelnummer 9567758",Hauptmaterial 1: 100% Veloursleder|Sohle: 100% Gummi,,89.95,69.95
Lauren Ralph Lauren,Sneaker aus Canvas,Dunkelblau|Weiß,"36|5,5|37|6,5|38|7|39|8|40|8,5|41|9,5",Damen Sneaker von Lauren Ralph Lauren|Modell Jolie|Canvas|Schnürverschluss|Logo-Stickerei|Gummisohle|Sohlenhöhe: 3 cm|Farbe Weiß|Artikelnummer 9578776,Hauptmaterial 1: 100% Textil|Futter 1: 100% Textil|Sohle: 100% Gummi,,69.95,69.95
Clarks,Stiefelette aus Veloursleder mit kleinem Plateau,Dunkelgrau,"37|4|37,5|4,5|38|5|39|5,5|39,5|6|40|6,5|41|7|41,5|7,5|42|8","Damen Stiefelette von Clarks|Echtes Veloursleder|Einsätze aus Textil|Abgerundete Spitze |Kleines Plateau|Überknöchelhoher Schaft|Absatz|Absatzhöhe: 8,5 cm|Sohlenhöhe: 1,5 cm|Schafthöhe: 14 cm|Farbe Dunkelgrau|Artikelnummer 9511781",Sohle: 100% Gummi,,129.95,79.95
Tamaris,Stiefelette aus echtem Leder,Schwarz,36|37|38|39|40|41|42,"Damen Stiefelette von Tamaris|Echtes Leder in Schlangenlederoptik|Spitz zulaufende Form|Überknöchelhoher Schaft|Elastische Einsätze|Innensohle aus echtem Leder|Profilsohle aus Gummi|Blockabsatz|Sohlenhöhe: 2 cm|Absatzhöhe: 7,5 cm|Farbe Schwarz|Artikelnummer 9541443",Hauptmaterial 1: 100% Leder|Futter 1: 100% Leder|Einsatz: 100% Textil|Sohle: 100% Gummi,,89.95,69.95
s.Oliver RED LABEL,Sandale aus Veloursleder mit Fransenbesatz,Rostrot,37|38|39|40|41|42,Damen Sandale von s.Oliver Premium|Echtes Veloursleder|Fransenbesatz|Abgerundete Spitze|Elastische Einsätze an den Riemen|Verstellbarer Riemen mit Dornschließe|Gummisohle |Absatzhöhe: 2 cm|Farbe Rostrot|Artikelnummer 9448674,Hauptmaterial 1: 100% Leder|Futter 1: 100% Textil|Futter 2: 100% Synthetik|Futter 3: 100% Synthetik|Sohle: 100% Gummi, Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,69.95,41.95
ALPE,Ankle Boots aus Veloursleder,Dunkelbraun|Anthrazit,36|37|38|39|40|41,"Damen Ankle Boots von Alpe|Echtes Veloursleder|Vorne spitz zulaufend |Reißverschlüsse an den Innenseiten|Kubanischer Absatz|Ziernähte an den Seiten|Made in Spain|Absatzhöhe: 5,5 cm|Farbe Anthrazit|Artikelnummer 9567763",Hauptmaterial 1: 100% Veloursleder|Sohle: 100% Gummi,,109.95,59.95
MICHAEL Michael Kors,Espadrilles mit Schnürverschluss,Blau,"36|6|37|7|38|7,5|38,5|8|39|8,5|40|9|40,5|9,5|41|10","Damen Espadrilles von Michael Kors|Modell Kendrick|Canvas|Textilsohle in Flechtoptik|Flache Gummisohle|Abgerundete Spitze|Schnürverschluss|Kontrastbesatz im Fersenbereich|Streifenmuster|Sohlenhöhe: 2,5 cm |Farbe Blau|Artikelnummer 9440328",Hauptmaterial 1: 100% Textil|Futter 1: 100% Textil|Futter 2: 100% Textil|Sohle: 100% Textil,,139.95,84.95
Tommy Hilfiger,Gummistiefel mit elastischen Einsätzen,Schwarz|Marineblau,36|37|38|39|40|41,Damen Gummistiefel von Tommy Hilfiger|Schimmerndes Gummi|Elastische Einsätze|Zierriemen in Lederoptik mit Metall-Logo|Profilsohle aus Gummi|Sohlenhöhe: 3 cm|Farbe Marineblau|Artikelnummer 9496971,Hauptmaterial 1: 100% Gummi|Futter 1: 100% Textil|Sohle: 100% Gummi,,79.95,79.95
Tamaris,Stiefelette aus echtem Leder,Marineblau,36|37|38|39|40|41,"Damen Stiefelette von Tamaris|Echtes Leder|Weiches Futter|Überknöchelhoher, geschlitzter Schaft|Seitlicher Reißverschluss|Abgerundete Spitze|Absatz|Gummisohle|Teilungsnähte|Absatzhöhe: 8,5 cm|Farbe Marineblau|Artikelnummer 9540160",Hauptmaterial 1: 100% Leder|Futter 1: 100% Textil|Futter 2: 100% Textil|Futter 3: 100% Synthetik|Sohle: 100% Gummi, Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,99.95,79.95
Progetto ,Booties aus Leder in Sacchetto-Machart,Mittelbraun,36|37|38|39|40|41|42,"Damen Booties von Progretto|Echtes Glattleder|Sacchetto-Machart|Abgerundete Spitze |Absatz|Überknöchelhoher Schaft|Seitliche Reißverschlüsse|Absatzhöhe: 5,5 cm|Farbe Mittelbraun|Artikelnummer 9569283","Hauptmaterial 1: 100% Leder|Sohle: 50% Gummi, 50% Leder",,139.95,79.95
Converse,Sneakers aus Canvas,Weiß,"36|36,5|37|37,5|38|39|39,5|40|41",Damen Sneakers von Converse|Canvas|Gummisohle|Überknöchelhoher Schaft|Schnürverschluss|Logoprint|Sohlenhöhe: 3 cm|Farbe Weiß|Artikelnummer 9332960,Hauptmaterial 1: 100% Canvas|Futter 1: 100% Canvas|Sohle: 100% Gummi,,69.95,69.95
Paco Gil ,Sandalen mit Webstruktur und Punktemuster,Beige,"37|38|39|39,5|40|40,5|41",Damensandalen von Paco Gil |Echtes Leder |Spitz zulaufend|Riemen mit Dornschließe|Ledersohle|Textiler Kontrastbesatz mit Webstruktur|Punktemuster in Metallicoptik |Sohlenhöhe: 1 cm |Farbe Beige|Artikelnummer 9456141,Hauptmaterial 1: 100% Leder|Futter 1: 100% Leder|Sohle: 100% Leder,,129.95,77.95
SOREL,Lederschuhe mit Schnürverschluss - wasserdicht,Mittelbraun|Schwarz,"37|6|38|7|38,5|7,5|39|8|39,5|8,5|40|9|40,5|9,5|41|10|42|11|43|12",Damen Lederschuhe von Sorel|Modell Out N About|Abgerundete Spitze|Echtes Leder|Wasserdichtes Obermaterial|Schnürverschluss|Überknöchelhoher Schaft|Profilsohle|Sohlenhöhe: 1 cm|Farbe Schwarz|Artikelnummer 9507124,Hauptmaterial 1: 100% Leder|Sohle: 100% Gummi,,119.95,69.95
Tamaris,Boots aus echtem Veloursleder,Anthrazit,36|37|38|39|40|41|42,Damen Boots von Tamaris|Echtes Veloursleder|Flügelkappe und Ferse in Glattlederoptik mit Lyralochung|Überknöchelhoher Schaft mit Besatz in Felloptik|Schnürverschluss|Profilsohle aus Gummi|Sohlenhöhe: 3 cm|Farbe Anthrazit|Artikelnummer 9540164,"Hauptmaterial 1: 50% Leder, 50% Textil|Futter 1: 100% Textil|Sohle: 100% Gummi",,79.95,59.95
MICHAEL Michael Kors,Zehentrenner mit Riemen in Metallicoptik,Gold,"36|6|37|7|38,5|8|40|9|41|10",Damen Zehentrenner von MICHAEL Michael Kors|Strapazierfähiges Material|Riemen in Metallicoptik mit Logo-Applikation|Fußbett mit Logo-Muster|Gummisohle|Sohlenhöhe: 2 cm|Farbe Gold|Artikelnummer 9612827,Hauptmaterial 1: 100% Gummi|Sohle: 100% Gummi,,39.95,39.95
Tamaris,Ballerinas in Snake-Optik,Beige,37|38|39|40|41|42,Damen Ballerinas von Tamaris|Schlangenlederoptik|Gummisohle|Vorne spitz zulaufend|T-Riemen mit Dornschließe|Sohlenhöhe: 1 cm|Farbe Beige|Artikelnummer 9450912,Hauptmaterial 1: 100% Synthetik|Futter 1: 100% Textil|Futter 2: 100% Synthetik|Sohle: 100% Gummi,,49.95,49.95
Guess,Slingback Wedges mit Spitze und Glitter-Effekt,Weiß|Koralle,36|37|38|39|40|41,Damen Slingback Wedges von Guess|Spitze mit Glitter-Effekt|Riemchenverschluss|Keilabsatz mit Besatz in Flechtoptik|Metall-Logo|Absatzhöhe: 12 cm|Farbe Weiß|Artikelnummer 9404536,"Hauptmaterial 1: 100% Textil|Futter 1: 50% Leder, 50% Textil|Sohle: 100% Synthetik",,135.95,69.95
ILC,Espadrilles aus Leder,Bordeaux Rot|Mittelgrau|Cognac |Dunkelblau|Schlamm meliert|Olivgrün|Weiß|Rosé|Weiß,36|37|38|39|40,Damen Espadrilles von ILC|Echtes Leder|Abgerundete Spitze mit Kappe|Innenverarbeitung aus Leder|Leicht gepolsterte Innensohle|Strohbesatz|Gummisohle|Sohlenhöhe: 2 cm|Farbe Cognac |Artikelnummer 9363851,Hauptmaterial 1: 100% Leder|Hauptmaterial 2: 100% Stroh|Futter 1: 100% Leder|Sohle: 100% Gummi,,59.95,59.95
