Brandname,Productname,Colors,Sizes,Description,Materials,Maintenance,RegularPrice,CurrentPrice
Review for Teens,Pullover mit Raglanärmeln,Bottle|Offwhite|Jeans,140|152|164|176,Teenager Pullover von REVIEW for Teens|Baumwollmischung|Gerader Schnitt|Krausstrick|Rundhalsausschnitt|Raglanärmel|Nähte im Inside-Out-Look|Gerollte Abschlüsse|Rückenlänge bei Größe 152: 60 cm|Farbe Offwhite|Artikelnummer 9560846,"Hauptmaterial 1: 50% Baumwolle, 50% Polyacryl"," Normalwaschgang 40°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Mäßig heiß bügeln| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",25.95,14.95
Camp David,T-Shirt aus Baumwolle,Weiß|Anthrazit|Grün|Hellrot|Royalblau,140|152|164|176,Teenager T-Shirt von CAMP DAVID|Reine Baumwolle|Gerippter Rundhalsausschnitt|Label-Print im Vintage Look|Rückenlänge bei Größe 152: 56 cm |Farbe Hellrot|Artikelnummer 9590195,Hauptmaterial 1: 100% Baumwolle, Normalwaschgang 40°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Mäßig heiß bügeln| Keine chemische Reinigung,13.95,13.95
Review for Teens,Light-Daunenjacke mit Stehkragen,Marineblau|Blau|Grün|Mittelgrau,140|152|164|176,Teenager Light-Daunenjacke von REVIEW for Teens|Strapazierfähiges Material|Gerader Schnitt|Steppnähte|Stehkragen|Reißverschluss|Zwei Reißverschlusstaschen|Elastische Kontrastabschlüsse an Ärmeln und Saum|Leichte Daunen-Federn-Füllung|Rückenlänge bei Größe 152: 59 cm|Schulterbreite bei Größe 152: 39 cm|Ärmellänge bei Größe 152: 56 cm|Farbe Mittelgrau|Artikelnummer 9633829,"Hauptmaterial 1: 100% Polyamid|Futter 1: 100% Polyamid|Füllung: 90% Daunen, 10% Federn"," Schonwaschgang 30°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Nicht bügeln| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",59.95,39.95
Review for Kids,Shirt mit Rundhalsausschnitt,Marineblau|Offwhite|Mittelgrau meliert,92|104|116|128|140,Kinder Shirt von REVIEW for Kids|Baumwollmischung mit Stretch-Anteil |Leicht taillierter Schnitt|Rundhalsausschnitt|Lange Ärmel |Rückenlänge bei Größe 116: 45 cm|Ärmellänge bei Größe 116: 42 cm|Farbe Offwhite|Artikelnummer 9560987,"Hauptmaterial 1: 85% Baumwolle, 15% Viskose", Normalwaschgang 40°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Mäßig heiß bügeln| Keine chemische Reinigung,9.95,7.95
Review for Teens,Light-Daunenjacke mit Stehkragen,Marineblau|Blau|Grün|Mittelgrau,140|152|164|176,Teenager Light-Daunenjacke von REVIEW for Teens|Strapazierfähiges Material|Gerader Schnitt|Steppnähte|Stehkragen|Reißverschluss|Zwei Reißverschlusstaschen|Elastische Kontrastabschlüsse an Ärmeln und Saum|Leichte Daunen-Federn-Füllung|Rückenlänge bei Größe 152: 59 cm|Schulterbreite bei Größe 152: 39 cm|Ärmellänge bei Größe 152: 56 cm|Farbe Blau|Artikelnummer 9633827,"Hauptmaterial 1: 100% Polyamid|Futter 1: 100% Polyamid|Füllung: 90% Daunen, 10% Federn"," Schonwaschgang 30°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Nicht bügeln| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",59.95,39.95
SANETTA,Bustier mit floralem Muster,Weiß,92|104|116|128|140,Kinder Bustier von Sanetta|Baumwollmischung mit Stretch-Anteil |Schmale Träger |Elastisches Bündchen |Zierschleife am Ausschnitt|Florales Muster|Farbe Weiß|Artikelnummer 9523076,"Hauptmaterial 1: 95% Baumwolle, 5% Elasthan", Normalwaschgang 60°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Mäßig heiß bügeln| Keine chemische Reinigung,8.95,8.95
Review for Teens,Hemd aus bügelleichter Baumwolle,Weiß|Schwarz|Hellblau,128|134|140|146|152|158|164|170|176,"Teenager Hemd von REVIEW for Teens|Bügelleichte Baumwolle|Kentkragen|Knopfleiste|Teilungsnähte|1-Knopf-Manschetten|Rückenlänge bei Größe 128: 55 cm|Schulterbreite bei Größe 128: 33 cm|Ärmellänge bei Größe 128: 47,5 cm|Farbe Schwarz|Artikelnummer 9560821",Hauptmaterial 1: 100% Baumwolle," Normalwaschgang 40°| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",22.95,22.95
Review for Kids,Slim Fit 5-Pocket-Jeans mit floralen Prints,Jeans,92|98|104|110|116|122|128|134|140,"Kinder 5-Pocket-Jeans von REVIEW for Kids|Baumwollmischung mit Stretch-Anteil|Stone Washed|Slim Fit|Skinny Leg|Regulierbare Bundweite|Knopf- und Reißverschluss|Florale Prints entlang der Taschen|Label-Patch|Innenbeinlänge bei Größe 116: 48,5 cm|Bundweite bei Größe 116: 52 cm|Farbe Jeans|Artikelnummer 9590470","Hauptmaterial 1: 77% Baumwolle, 22% Polyester, 1% Elasthan"," Normalwaschgang 40°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",29.95,29.95
Review for Teens,T-Shirt mit gemustertem Message-Print,Schwarz|Weiß|Koralle|Hellgrau meliert,140|152|164|176,Teenager T-Shirt von REVIEW for Teens|Reine Baumwolle|Gerippter Rundhalsausschnitt|Gemusterter Message-Print|Rückenlänge bei Größe 152: 56 cm|Farbe Weiß|Artikelnummer 9640284,Hauptmaterial 1: 100% Baumwolle, Normalwaschgang 40°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Mäßig heiß bügeln| Keine chemische Reinigung,12.95,12.95
Review for Kids,Jacke mit Kapuze,Dunkelblau,92|104|116|128|140,Kinder Jacke von REVIEW for Kids|Strapazierfähiges Material|Gerader Schnitt|Abnehmbare Kapuze mit Ziertunnelzug|Reißverschluss mit Druckknopfblende|Zwei Brusttaschen mit Reißverschluss|Ziertunnelzug auf Taillenhöhe|Zwei Pattentaschen mit Druckknopfverschluss|Storm Cuffs|Leichtes Futter|Rückenlänge bei Größe 116: 53 cm|Schulterbreite bei Größe 116: 29 cm|Ärmellänge bei Größe 116: 43 cm|Farbe Dunkelblau|Artikelnummer 9590463,Hauptmaterial 1: 100% Polyester|Futter 1: 100% Polyester," Schonwaschgang 30°| Nicht bleichen| Kein Trockner| Nicht bügeln| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",59.95,44.95
Review for Teens,T-Shirt mit Abschlüssen im Double-Layer-Look,Schilf|Weiß|Jeans,140|152|164|176,"Teenager T-Shirt von REVIEW for Teens|Reine Baumwolle|Reguläre Passform|Rundhalsausschnitt|Kurze Raglanärmel|Aufgesetzte Brusttasche|Gerollte Abschlüsse|Ärmel- und Saumabschluss im Double-Layer-Look|Rückenlänge bei Größe 152: 61,5 cm|Farbe Jeans|Artikelnummer 9588308",Hauptmaterial 1: 100% Baumwolle," Normalwaschgang 40°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Mäßig heiß bügeln| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",12.95,12.95
United Colors of Benetton,Longsleeve mit Logo-Print,Hellgrau meliert,98|XXS|104|XS|116|S|128|M|140|L,Kinder Longsleeve von United Colors of Benetton|Reine Baumwolle|Gerader Schnitt|Gerippter Rundhalsausschnitt|Logo-Print|Größenübersetzung siehe Größentabelle|Rückenlänge bei Größe S: 45 cm|Ärmellänge bei Größe S: 41 cm|Farbe Hellgrau meliert|Artikelnummer 9570546,Hauptmaterial 1: 100% Baumwolle," Schonwaschgang 30°| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Keine chemische Reinigung| Hängend trocknen| Im Schatten trocknen",9.95,4.95
Review for Teens,Stone Washed Slim Fit 5-Pocket-Jeans,Jeans,140|146|152|158|164|170|176,Teenager 5-Pocket-Jeans von REVIEW for Teens|Baumwollmischung mit Stretch-Anteil|Stone Washed|Slim Fit|Skinny Leg|Regulierbare Bundweite|Knopf- und Reißverschluss|Label-Patch|Innenbeinlänge bei Größe 152: 72 cm|Bundweite bei Größe 152: 61 cm|Farbe Jeans|Artikelnummer 9590408,"Hauptmaterial 1: 69% Baumwolle, 29% Polyester, 2% Elasthan"," Normalwaschgang 40°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",29.95,29.95
Review for Kids,Coloured Slim Fit 5-Pocket-Jeans,Rosa|Violett|Türkis|Mint,92|98|104|110|116|122|128|134|140,Kinder 5-Pocket-Jeans von REVIEW for Kids|Baumwoll-Elasthan-Mix|Coloured Denim|Slim Fit|Skinny Leg|Knopf- und Reißverschluss|Zierniete an der Münztasche|Label-Patch am Bund|Innenbeinlänge bei Größe 116: 52 cm|Bundweite bei Größe 116: 50 cm|Farbe Türkis|Artikelnummer 9561002,"Hauptmaterial 1: 98% Baumwolle, 2% Elasthan"," Normalwaschgang 40°| Nicht bleichen| Kein Trockner| Mäßig heiß bügeln| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",25.95,14.95
Review for Teens,Longsleeve aus reiner Viskose,Hellgrau meliert|Neon Pink meliert|Schwarz|Weiß,140|152|164|176,Teenager Longsleeve von REVIEW for Teens|Reine Viskose|Reguläre Passform|Gerippter Rundhalsausschnitt|Teilungsnaht auf der Rückseite|Fein gerippte Abschlüsse|Rückenlänge bei Größe 152: 63 cm|Ärmellänge bei Größe 152: 62 cm|Farbe Hellgrau meliert|Artikelnummer 9560936,Hauptmaterial 1: 100% Viskose," Schonwaschgang 30°| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Keine chemische Reinigung",12.95,9.95
Cars,Jacke mit abnehmbarer Kapuze - wattiert,Dunkelblau,140|10|152|12|164|14|176|16,"Teenager Jacke von Cars|Strapazierfähiges Material|Wärmende Wattierung|Leicht taillierter Schnitt|Stehkragen|Abnehmbare Kapuze mit abnehmbarem Webpelzbesatz|Reißverschluss und Druckknopfblende|Tunnelzug auf Taillenhöhe|Zwei Reißverschlusstaschen|Eingrifftaschen mit Zierpatten|Storm Cuffs|Rückenlänge bei Größe 10: 69 cm|Schulterbreite bei Größe 10: 32 cm|Ärmellänge bei Größe 10: 52,3 cm|Farbe Dunkelblau|Artikelnummer 9487511",Hauptmaterial 1: 100% Nylon|Futter 1: 100% Polyester|Wattierung: 100% Polyester," Normalwaschgang 30°| Nicht bleichen| Kein Trockner| Nicht bügeln| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",89.95,69.95
Review for Teens,Longsleeve mit Brusttasche und Rundhalsausschnitt,Hellgrau meliert|Weiß,140|152|164|176,Teenager Longsleeve von REVIEW for Teens|Reine Baumwolle|Gerader Schnitt|Rundhalsausschnitt mit gerolltem Abschluss|Aufgesetzte Brusttasche mit gerolltem Abschluss|Teilungsnaht auf der Rückseite|Rückenlänge bei Größe 152: 59 cm|Ärmellänge bei Größe 152: 58 cm|Farbe Hellgrau meliert|Artikelnummer 9561497,Hauptmaterial 1: 100% Baumwolle, Normalwaschgang 40°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Mäßig heiß bügeln| Keine chemische Reinigung,12.95,9.95
CMP F.lli Campagnolo,Light-Steppjacke mit Kapuze - wattiert,Marineblau|Graphit|Jeans,98|104|116|128|140,"Kinder Steppjacke von CMP F.lli Campagnolo|Leichtes Material|Wattiert|Kapuze|Reißverschluss|Zwei Reißverschlusstaschen|Paspelierte Abschlüsse|Inklusive Transportbeutel|Rückenlänge bei Größe 116: 48,5 cm|Schulterbreite bei Größe 116: 33 cm|Ärmellänge bei Größe 116: 44,5 cm|Farbe Jeans|Artikelnummer 9487578",Hauptmaterial 1: 100% Polyamid|Futter 1: 100% Polyamid|Wattierung: 100% Polyester, Schonwaschgang 30°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Mäßig heiß bügeln| Keine chemische Reinigung| Milde Nassreinigung,69.95,49.95
Review for Teens,Longsleeve mit Smiley-Print,Jeans meliert|Mittelgrau meliert,140|152|164|176,Teenager Longsleeve von REVIEW for Teens|Baumwollmischung|Reguläre Passform|Gerippter Rundhalsausschnitt|Fein gerippte Abschlüsse|Meliert|Smiley-Print|Rückenlänge bei Größe 152: 59 cm|Ärmellänge bei Größe 152: 59 cm|Farbe Jeans meliert|Artikelnummer 9560874,"Hauptmaterial 1: 60% Baumwolle, 40% Polyester", Normalwaschgang 30°| Nicht bleichen| Kein Trockner| Mäßig heiß bügeln| Keine chemische Reinigung,9.95,7.95
CMP F.lli Campagnolo,Softshell-Jacke mit Fleecefutter,Dunkelblau|Türkis,140|152|164|176,Teenager Softshell-Jacke von Campagnolo|Wasserabweisendes Material|Kapuze|Reißverschluss|Zwei Reißverschlusstaschen|Fleecefutter|Storm Cuffs|CLIMAPROTECT®|Rückenlänge bei Größe 152: 56 cm|Schulterbreite bei Größe 152: 34 cm|Ärmellänge bei Größe 152: 53 cm|Farbe Türkis|Artikelnummer 9587670,"Hauptmaterial 1: 96% Polyester, 4% Elasthan|Futter 1: 100% Polyester", Schonwaschgang 30°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Nicht bügeln| Keine chemische Reinigung| Milde Nassreinigung,39.95,29.95
Review for Teens,Longsleeve mit Smiley-Print,Jeans meliert|Mint|Mittelgrau meliert,140|152|164|176,Teenager Longsleeve von REVIEW for Teens|Baumwollmischung|Reguläre Passform|Gerippter Rundhalsausschnitt|Fein gerippte Abschlüsse|Meliert|Smiley-Print|Rückenlänge bei Größe 152: 58 cm|Ärmellänge bei Größe 152: 60 cm|Farbe Jeans meliert|Artikelnummer 9560923,"Hauptmaterial 1: 60% Baumwolle, 40% Polyester", Normalwaschgang 30°| Nicht bleichen| Kein Trockner| Mäßig heiß bügeln| Keine chemische Reinigung,9.95,7.95
Ralph Lauren Childrenswear,Schirmmütze mit Logo-Stickerei,Beige,OS|1|OS|ONE,Teenager Schirmmütze von Ralph Lauren Childrenswear|Reine Baumwolle|Modell Classic Sport Cap|Logo-Stickerei|Eingestickte Luftlöcher|Weitenregulierung auf der Rückseite|Farbe Beige|Artikelnummer 9556042,Hauptmaterial 1: 100% Baumwolle, Normalwaschgang 40°| Nur Sauerstoffbleiche zulässig / keine Chlorbleiche| Trocknen mit reduzierter thermischer Beanspruchung| Mäßig heiß bügeln| Keine chemische Reinigung,29.95,29.95
Review for Teens,Longsleeve mit Smiley-Print,Jeans meliert|Mittelgrau meliert,140|152|164|176,Teenager Longsleeve von REVIEW for Teens|Baumwollmischung|Reguläre Passform|Gerippter Rundhalsausschnitt|Fein gerippte Abschlüsse|Meliert|Smiley-Print|Rückenlänge bei Größe 152: 59 cm|Ärmellänge bei Größe 152: 59 cm|Farbe Mittelgrau meliert|Artikelnummer 9560876,"Hauptmaterial 1: 60% Baumwolle, 40% Polyester", Normalwaschgang 30°| Nicht bleichen| Kein Trockner| Mäßig heiß bügeln| Keine chemische Reinigung,9.95,7.95
United Colors of Benetton,Pullover mit V-Ausschnitt,Marineblau|Graphit|Rot|Grün|Royalblau,98|XXS|104|XS|116|S|128|M|140|L,"Kinder Pullover von United Colors of Benetton|Reine Baumwolle|Reguläre Passform|Gerippter V-Ausschnitt|Gerippte Abschlüsse|Logo-Stickerei|Rückenlänge bei Größe S: 47,5 cm|Ärmellänge bei Größe S: 46,5 cm|Farbe Royalblau|Artikelnummer 9570734",Hauptmaterial 1: 100% Baumwolle," Schonwaschgang 30°| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Eingeschränkte chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt. Begrenzung der Feuchtigkeitszugabe und/oder der mechanischen Beanspruchung und/oder der Temperatur.| Flach (liegend) trocknen| Im Schatten trocknen",19.95,14.95
Review for Teens,Cardigan mit eingestricktem Sternmuster,Schwarz|Marineblau,140|152|164|176,Teenager Cardigan von REVIEW for Teens|Baumwollmischung|Lockerer Schnitt|Slub Knit|Eingestricktes Sternmuster|Locker fallender Schalkragen|Offene Vorderseite|Gerippte Ärmelabschlüsse|Rückenlänge bei Größe 152: 51 cm|Farbe Marineblau|Artikelnummer 9560901,"Hauptmaterial 1: 64% Baumwolle, 36% Polyacryl"," Schonwaschgang 30°| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",39.95,29.95
United Colors of Benetton,Sweatjacke mit Logo-Applikation,Dunkelblau|Pink|Helltürkis,98|XXS|104|XS|116|S|128|M|140|L,Kinder Sweatjacke von United Colors of Benetton|Reine Baumwolle|Gerader Schnitt|Stehkragen|Reißverschluss|Logo-Applikation auf der Vorderseite|Gerippte Abschlüsse|Größenübersetzung siehe Größentabelle|Rückenlänge bei Größe S: 44 cm|Ärmellänge bei Größe S: 43 cm|Farbe Pink|Artikelnummer 9570556,Hauptmaterial 1: 100% Baumwolle," Schonwaschgang 40°| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Eingeschränkte chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt. Begrenzung der Feuchtigkeitszugabe und/oder der mechanischen Beanspruchung und/oder der Temperatur.| Im Schatten trocknen| Nur Lufttrocknen",19.95,14.95
Review for Teens,T-Shirt mit Foto-Print und Message,Offwhite,140|152|164|176,Teenager T-Shirt von Review Fourteen|Viskosemischung|Slub Jersey|Lockerer Schnitt|Rundhalsausschnitt|Lange Ärmel |Foto-Print mit Message|Rückenlänge bei Größe 152: 58 cm|Ärmellänge bei Größe 152: 55 cm |Farbe Offwhite|Artikelnummer 9485929,"Hauptmaterial 1: 50% Viskose, 50% Polyester"," Schonwaschgang 30°| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Keine chemische Reinigung",17.95,4.95
United Colors of Benetton,Pullover mit V-Ausschnitt,Marineblau|Graphit|Rot|Grün|Royalblau,98|XXS|104|XS|116|S|128|M|140|L,"Kinder Pullover von United Colors of Benetton|Reine Baumwolle|Reguläre Passform|Gerippter V-Ausschnitt|Gerippte Abschlüsse|Logo-Stickerei|Rückenlänge bei Größe S: 47,5 cm|Ärmellänge bei Größe S: 46,5 cm|Farbe Marineblau|Artikelnummer 9570730",Hauptmaterial 1: 100% Baumwolle," Schonwaschgang 30°| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Eingeschränkte chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt. Begrenzung der Feuchtigkeitszugabe und/oder der mechanischen Beanspruchung und/oder der Temperatur.| Flach (liegend) trocknen| Im Schatten trocknen",19.95,14.95
Review for Teens,Coloured Slim Fit 5-Pocket-Jeans,Altrosa|Türkis|Schwarz|Mittelgrau,140|146|152|158|164|170|176,Teenager 5-Pocket-Jeans von REVIEW for Teens|Baumwoll-Elasthan-Mix|Coloured Denim|Slim Fit|Skinny Leg|Knopf- und Reißverschluss|Label-Patch am Bund|Innenbeinlänge bei Größe 152: 73 cm|Bundweite bei Größe 152: 62 cm|Farbe Schwarz|Artikelnummer 9560887,"Hauptmaterial 1: 98% Baumwolle, 2% Elasthan"," Normalwaschgang 40°| Nicht bleichen| Kein Trockner| Mäßig heiß bügeln| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",29.95,19.95
United Colors of Benetton,Longsleeve mit Print,Hellgrau meliert,116|S|128|M|140|L,Kinder Longsleeve von United Colors of Benetton|Reine Baumwolle|Gerader Schnitt|Rundhalsausschnitt|Print auf der Vorderseite|Meliert|Größenübersetzung siehe Größentabelle|Rückenlänge bei Größe S: 48 cm|Ärmellänge bei Größe S: 43 cm|Farbe Hellgrau meliert|Artikelnummer 9570553,Hauptmaterial 1: 100% Baumwolle," Schonwaschgang 30°| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Keine chemische Reinigung| Im Schatten trocknen| Nur Lufttrocknen",9.95,7.95
Review for Teens,Stone Washed Jeansshorts,Jeans,140|146|152|158|164|170|176,Teenager Jeansshorts von REVIEW for Teens|Baumwollmischung mit Stretch-Anteil|Stone Washed|5-Pocket-Design|Verstellbare Knopfriegel am Bund|Knopf- und Reißverschluss|Bundweite bei Größe 152: 68 cm|Farbe Jeans|Artikelnummer 9633689,"Hauptmaterial 1: 78% Baumwolle, 20% Polyester, 2% Elasthan"," Normalwaschgang 40°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",19.95,19.95
Birkenstock,Pantolette mit Star Wars-Print,Schwarz,27|28|29|30|31|32|33|34,"Kinder Pantolette von Birkenstock|Modell Kylo Ren|Birko-Flor|Einen verstellbaren Riemen|Innensohle aus echtem Leder|Ergonomisches Fußbett aus Naturkork|Profilsohle|Star Wars-Print|Made in Germany|Sohlenhöhe: 2,5 cm|Farbe Schwarz|Artikelnummer 9489022",Hauptmaterial 1: 100% Birko-Flor|Futter 1: 100% Leder|Futter 2: 100% Kork|Sohle: 100% Ethylenvinylacetat,,59.95,29.95
Review for Teens,Longshirt mit Print,Schwarz|Weiß,140|152|164,"Teenager Longshirt von REVIEW for Teens|Reine Baumwolle|Gerader, langer Schnitt|Rundhalsausschnitt |Lange Ärmel|Print auf der Vorderseite|Rückenlänge bei Größe 152: 64 cm |Ärmellänge bei Größe 152: 57 cm |Farbe Weiß|Artikelnummer 9560866",Hauptmaterial 1: 100% Baumwolle, Schonwaschgang 30°| Nicht bleichen| Kein Trockner| Mäßig heiß bügeln| Keine chemische Reinigung,9.95,7.95
G.O.L.,Hemd mit Streifenmuster ,Blau|Schwarz,128|134|140|146|152|158|164|170|176,Teenager Hemd von G.O.L.|Reine Baumwolle|Slim Fit |Streifenmuster |Umlegekragen|Knopfleiste|Sportmanschetten|Rückenlänge bei Größe 128: 53 cm |Schulterbreite bei Größe 128: 31 cm|Ärmellänge bei Größe 128: 46 cm |Farbe Blau|Artikelnummer 9587455,"Hauptmaterial 1: 60% Baumwolle, 40% Polyester"," Schonwaschgang 40°| Nicht bleichen| Kein Trockner| Mäßig heiß bügeln| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",29.95,29.95
Review for Kids,Rock mit elastischem Bund,Marineblau meliert,92|104|116|128|140,Kinder Rock von REVIEW for Kids|Baumwoll-Elasthan-Mix|Ausgestellter Schnitt|Elastischer Bund|Logo-Print mit Glitter-Effekt|Eingearbeitete Unterhose|Gesamtlänge bei Größe 116: 30 cm|Farbe Marineblau meliert|Artikelnummer 9633454,"Hauptmaterial 1: 95% Baumwolle, 5% Elasthan", Normalwaschgang 40°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Mäßig heiß bügeln| Keine chemische Reinigung,12.95,12.95
Review for Teens,Longsleeve mit offenen Nahtabschlüssen,Olivgrün|Jeans|Mittelgrau meliert,140|152|164|176,"Teenager Longsleeve von REVIEW for Teens|Reine Baumwolle|Reguläre Passform|Doubleface|Rundhalsausschnitt|Offene Nahtabschlüsse|Rückenlänge bei Größe 152: 61 cm|Ärmellänge bei Größe 152: 54,5 cm|Farbe Olivgrün|Artikelnummer 9634139",Hauptmaterial 1: 100% Baumwolle, Normalwaschgang 30°| Nicht bleichen| Kein Trockner| Mäßig heiß bügeln| Keine chemische Reinigung,22.95,22.95
Review for Kids,Sweatshirt mit gummiertem Logo-Print,Rosa meliert|Dunkelblau meliert|Mint meliert,92|104|116|128|140,Kinder Sweatshirt von REVIEW for Kids|Baumwollmischung|Gerader Schnitt|Rundhalsausschnitt|Gummierter Logo-Print|Gerippte Abschlüsse|Rückenlänge bei Größe 116: 42 cm|Ärmellänge bei Größe 116: 43 cm|Farbe Rosa meliert|Artikelnummer 9590483,"Hauptmaterial 1: 60% Baumwolle, 40% Polyester", Normalwaschgang 40°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Mäßig heiß bügeln| Keine chemische Reinigung,17.95,12.95
Eisend,Bolero mit Zierperlenbesatz,Weiß|Ecru,122|128|134|140|146|152,Kinder Bolero von Eisend Kids|Reine Baumwolle|Kurzer Schnitt|Feines Maschenbild|Rundhalsausschnitt|Knopfleiste|Raffungen im Schulterbereich|Zierperlenbesatz|Rückenlänge bei Größe 128: 31 cm|Ärmellänge bei Größe 128: 46 cm|Farbe Ecru|Artikelnummer 9568412,Hauptmaterial 1: 100% Baumwolle," Normalwaschgang 40°| Nicht bleichen| Kein Trockner| Mäßig heiß bügeln| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",39.95,39.95
Review for Kids,Sweatpants mit Eingrifftaschen,Hellgrau meliert|Neon Pink meliert|Dunkelblau meliert,92|104|116|128|140,Kinder Sweatpants von REVIEW for Kids|Baumwollmischung|Reguläre Passform|Elastischer Bund|Zwei Eingrifftaschen|Rippenbündchen an den Beinabschlüssen|Meliert|Kleine Logo-Stickerei|Innenbeinlänge bei Größe 116: 51 cm|Farbe Neon Pink meliert|Artikelnummer 9590523,"Hauptmaterial 1: 60% Baumwolle, 40% Polyester", Normalwaschgang 40°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Mäßig heiß bügeln| Keine chemische Reinigung,15.95,9.95
Tom Tailor,Bomber mit Steppungen - wasserabweisend,Marineblau,140|152|164|176,"Teenager Bomber von TOM TAILOR|Wasserabweisendes, schnelltrocknendes Material|Reguläre Passform|Gerippter Stehkragen|Paspelierter Reißverschluss|Zwei Leistentaschen|Rippenbündchen an Ärmeln und Saum|Steppungen|Wattierung|Rückenlänge bei Größe 152: 61 cm|Schulterbreite bei Größe 152: 39 cm|Ärmellänge bei Größe 152: 57 cm|Farbe Marineblau|Artikelnummer 9587905",Hauptmaterial 1: 100% Polyester|Futter 1: 100% Polyester|Füllung: 100% Polyester|Besatz 1: 100% Polyester," Normalwaschgang 30°| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Keine chemische Reinigung",59.95,44.95
Review for Kids,Longsleeve mit Raglanärmeln in Kontrastfarbe,Jeans,92|104|116|128|140,Kinder Longsleeve von REVIEW for Kids|Baumwollmischung|Reguläre Passform|Gerippter Rundhalsausschnitt|Raglanärmel in Kontrastfarbe|Gerippte Abschlüsse|Meliert|Flockprint|Rückenlänge bei Größe 116: 48 cm|Farbe Jeans|Artikelnummer 9560968,"Hauptmaterial 1: 60% Baumwolle, 40% Polyester"," Normalwaschgang 30°| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Keine chemische Reinigung",15.95,9.95
