Brandname,Productname,Colors,Sizes,Description,Materials,Maintenance,RegularPrice,CurrentPrice
Tommy Hilfiger,Zehentrenner mit Innensohle aus Kork,Jeans|Marineblau|Hellgrau,40|41|42|43|44|45|46,Herren Zehentrenner von Tommy Hilfiger|Riemen aus Textil |Lederbesatz mit Logo-Stickerei|Innensohle aus Kork mit Logo-Print|Gummisohle|Sohlenhöhe: 1 cm|Farbe Hellgrau|Artikelnummer 9585622,Hauptmaterial 1: 100% Textil|Futter 1: 100% Kork|Besatz 1: 100% Leder|Sohle: 100% Gummi,,35.95,35.95
Marc O'Polo,Zehentrenner mit Riemen aus Canvas,Mittelgrau|Marineblau|Schwarz,41|42|43|44|45|46,"Herren Zehentrenner von MARC O'POLO|Textil|Riemen aus Canvas mit Besatz aus Leder|Fußbett mit Logo-Prägung|Sohle aus Gummi|Logo-Print|Sohlenhöhe: 2,5 cm|Farbe Marineblau|Artikelnummer 9612657",Hauptmaterial 1: 100% Textil|Hauptmaterial 2: 100% Leder|Futter 1: 100% Textil|Futter 2: 100% Synthetik|Sohle: 100% Gummi,,34.95,34.95
Tommy Hilfiger,Zehentrenner mit Streifenmuster,Marineblau,41|42|43|44|45|46,Herren Zehentrenner von Tommy Hilfiger |Textil|Riemen mit Streifenmuster|Lederdetail mit Logo-Applikation am Riemen|Gummisohle mit Logo-Muster|Sohlenhöhe: 1 cm|Farbe Marineblau|Artikelnummer 9597737,Hauptmaterial 1: 100% Textil|Besatz 1: 100% Leder|Besatz 2: 100% Gummi|Sohle: 100% Gummi,,34.95,34.95
Marc O'Polo,Zehentrenner mit Riemen aus Canvas,Mittelgrau|Marineblau|Schwarz,41|42|43|44|45|46,"Herren Zehentrenner von MARC O'POLO|Textil|Riemen aus Canvas mit Besatz aus Leder|Fußbett mit Logo-Prägung|Sohle aus Gummi|Logo-Print|Sohlenhöhe: 2,5 cm|Farbe Mittelgrau|Artikelnummer 9612656",Hauptmaterial 1: 100% Textil|Hauptmaterial 2: 100% Leder|Futter 1: 100% Textil|Futter 2: 100% Synthetik|Sohle: 100% Gummi,,34.95,34.95
Nike,Sneaker 'Flylon Train Dynamic' aus Mesh,Schwarz,"40,5|7,5|41|8|42|8,5|42,5|9|43|9,5|44|10|44,5|10,5|45|11|45,5|11,5","Herren Sneaker von NIKE|Modell Flylon Train Dynamic|Mesh|Knöchelhoher Schaft|Schnür- und Klettverschluss|Logo-Prints|Gummisohle|Sohlenhöhe: 2,5 cm|Farbe Schwarz|Artikelnummer 9659454",Hauptmaterial 1: 100% Textil|Futter 1: 100% Textil|Sohle: 100% Gummi,,129.95,129.95
Marc O'Polo,Zehentrenner mit Riemen aus Canvas,Mittelgrau|Marineblau|Schwarz,41|42|43|44|45|46,"Herren Zehentrenner von MARC O'POLO|Textil|Riemen aus Canvas mit Besatz aus Leder|Fußbett mit Logo-Prägung|Sohle aus Gummi|Logo-Print|Sohlenhöhe: 2,5 cm|Farbe Schwarz|Artikelnummer 9612658",Hauptmaterial 1: 100% Textil|Hauptmaterial 2: 100% Leder|Futter 1: 100% Textil|Futter 2: 100% Synthetik|Sohle: 100% Gummi,,34.95,34.95
Lloyd,Sneaker aus Velours- und Glattleder,Taupe,"41|7,5|42|8|42,5|8,5|43|9|44|9,5|44,5|10|45|10,5|46|11",Herren Sneaker von LLOYD|Modell Ebby|Veloursleder und Glattleder|Perforierte Details|Abgerundete Spitze|Schnürverschluss|Profilsohle aus Gummi|Zwei Paar Schnürsenkel|Sohlenhöhe: 2 cm|Farbe Taupe|Artikelnummer 9624758,Hauptmaterial 1: 100% Veloursleder|Hauptmaterial 2: 100% Leder|Sohle: 100% Gummi,,119.95,119.95
Superdry,Zehentrenner mit Camouflage-Muster,Dunkelblau,S|M|L,Herren Zehentrenner von Superdry|Riemen aus Gummi mit Logo|Innensohle mit Camouflage-Muster und Logo-Prägung|Gummisohle|Sohlenhöhe: 1 cm|Farbe Dunkelblau|Artikelnummer 9622060,Hauptmaterial 1: 100% Gummi|Futter 1: 100% Gummi|Sohle: 100% Gummi,,19.95,19.95
Lloyd,Derby aus echtem Leder,Dunkelblau,"41|7,5|42|8|42,5|8,5|43|9|44|9,5|44,5|10|45|10,5|46|11","Herren Derby von LLOYD|Modell Garrison|Echtes Leder|Besatz mit feinem Lochmuster|Schnürverschluss|Innensohle aus echtem Leder|Gummisohle|Made in Germany|Sohlenhöhe: 2,5 cm|Farbe Dunkelblau|Artikelnummer 9624770",Hauptmaterial 1: 100% Leder|Futter 1: 100% Leder|Sohle: 100% Gummi,,139.95,139.95
H By Hudson,Derby aus Leder im Vintage Look,Schwarz,40|41|42|43|44|45|46,Herren Derby von H by Hudson|Echtes Leder im Vintage Look|Abgerundete Spitze |Schnürverschluss|Ledersohle |Handgefertigt in Portugal|Sohlenhöhe: 2 cm|Farbe Schwarz|Artikelnummer 9638183,Hauptmaterial 1: 100% Leder,,179.95,179.95
Nike,Pantolette mit Logo-Prägung,Schwarz|Weiß|Marineblau,"40|7|41|8|42,5|9|44|10|45|11|46|12",Herren Pantolette von NIKE|Modell Benassi JDI|Riemen in Lederoptik mit Logo-Prägung|Gepolstertes Futter|Strukturierte Innensohle|Leichte Gummisohle|Sohlenhöhe: 2 cm|Farbe Marineblau|Artikelnummer 9659503,Hauptmaterial 1: 100% Synthetik|Futter 1: 100% Textil|Sohle: 100% Synthetik,,24.95,24.95
G-Star Raw,Sneaker aus Canvas in Denimoptik,Schwarz,41|42|43|44|45|46,"Herren Sneaker von G-Star RAW|Modell Kendo Mono|Canvas in Denimoptik|Abgerundete Spitze |Schnürverschluss|Logo-Applikationen|Profilsohle aus Gummi|Sohlenhöhe: 2,5 cm|Farbe Schwarz|Artikelnummer 9585285",Hauptmaterial 1: 100% Textil|Sohle: 100% Gummi,,84.95,84.95
Nike,Sneaker 'Roshe Two' aus Textil,Schwarz,"40,5|7,5|41|8|42|8,5|42,5|9|43|9,5|44|10|44,5|10,5|45|11|45,5|11,5|46|12",Herren Sneaker von NIKE|Modell Roshe Two|Textil|Vorderer Teil aus Mesh|Eingearbeitetes Logo|Schnürverschluss|Gepolsterte Innensohle|Breite Gummisohle|Sohlenhöhe: 3 cm|Farbe Schwarz|Artikelnummer 9659425,Hauptmaterial 1: 100% Textil|Futter 1: 100% Textil|Sohle: 100% Gummi,,99.95,99.95
adidas Originals,Sneaker aus Leder mit ,Schwarz,42|8|43|9|44 2/3|10|46|11|47 1/3|12|41 1/3|7/|42 2/3|8/|44|9/|45 1/3|10/|46 2/3|11/,"Herren Sneaker von adidas Originals|Modell Stan Smith|Echtes Leder |Abgerundete Spitze |Gummisohle |Schnürverschluss|Details mit Lochmuster|Sohlenhöhe: 2,5 cm|Farbe Schwarz|Artikelnummer 9569121",Hauptmaterial 1: 100% Leder|Hauptmaterial 2: 100% Synthetik|Sohle: 100% Gummi,,94.95,94.95
Camp David,Zehentrenner mit Logo-Prints,Marineblau,41|42|43|44|45|46,Herren Zehentrenner von CAMP DAVID|Riemen aus Textil|Besatz aus Leder|Logo-Prints|Gummisohle|Sohlenhöhe: 2 cm|Farbe Marineblau|Artikelnummer 9612037,Hauptmaterial 1: 100% Textil|Sohle: 100% Gummi,,29.95,29.95
adidas Originals,Sneaker aus meliertem Feinstrick,Mittelgrau meliert,42|8|43|9|44 2/3|10|46|11|47 1/3|12|41 1/3|7/|42 2/3|8/|44|9/|45 1/3|10/|46 2/3|11/,Herren Sneaker von adidas Originals|Modell Stan Smith PK|Feinstrick|Abgerundete Spitze|Schnürverschluss|Perforierter Kontrastbesatz an der Ferse|Gummisohle|Logo-Print an der Zunge|Meliert|Sohlenhöhe: 3 cm|Farbe Mittelgrau meliert|Artikelnummer 9569118,Hauptmaterial 1: 100% Textil|Futter 1: 100% Textil|Sohle: 100% Gummi, Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,129.95,129.95
Birkenstock,Sandalen aus Veloursleder,Dunkelbraun,40,Herren Sandalen von Birkenstock|Echtes Veloursleder|Modell Arizona|Verstellbare Riemen|Innensohle aus Leder|Schmales Fußbett aus Naturkork|Sohlenhöhe: 2cm|Farbe Dunkelbraun|Artikelnummer 9235772,Hauptmaterial 1: 100% Leder|Futter 1: 100% Leder|Sonstige Gewebe: 100% Kork|Sohle: 100% Ethylenvinylacetat,,59.95,59.95
adidas Originals,Sneakers mit überknöchelhohem Schaft,Schwarz,44 2/3|10,Herren Sneakers von Adidas Originals|Modell ZX Flux NPS Mid|Strukturierte Textil-Oberfläche|Gummisohle|Abgerundete Spitze|Überknöchelhoher Schaft|Schnür- und Klettverschluss|Logo-Applikation|Sohlenhöhe: 3 cm|Herstellergröße: UK|Farbe Schwarz|Artikelnummer 9154432,"Hauptmaterial 1: 100% Textil, 100% Kunststoff|Futter 1: 100% Textil|Sohle: 100% Gummi",,109.95,109.95
Birkenstock,Sandalen mit Dornschließen,Weiß,40,Herren Sandalen von Birkenstock|Modell Milano|Birko-Flor Riemen|Leder-Innensohle|Sohle aus EVA|Drei verstellbare Riemen mit Dornschließe|Sohlenhöhe: 1 cm|Farbe Weiß|Artikelnummer 9235778,Hauptmaterial 1: 100% Birko-Flor|Futter 1: 100% Leder|Sohle: 100% Ethylenvinylacetat,,49.95,49.95
adidas Originals,Sneaker mit Camouflage-Muster,Ecru,42|8|43|9|44 2/3|10|46|11|47 1/3|12|41 1/3|7/|42 2/3|8/|44|9/|45 1/3|10/|46 2/3|11/,Herren Sneaker von adidas Originals|Modell ZX Flux|Strapazierfähiges Material|Gummierte Logo-Streifen|Kontrastbesatz an der Ferse|Schnürverschluss|Camouflage-Muster|Gummisohle|Sohlenhöhe: 3 cm|Farbe Ecru|Artikelnummer 9622602,Hauptmaterial 1: 100% Textil|Futter 1: 100% Textil|Sohle: 100% Gummi,,94.95,94.95
G-Star Raw,Boots aus Leder mit Besatz aus Denim,Schwarz,41|42|43|44|45|46,"Herren Boots von G-Star RAW|Modell Frock Boot|Echtes Leder|Überknöchelhoher Schaft|Besatz aus Denim|Schnürverschluss|Gummisohle|Sohlenhöhe: 2,5 cm|Farbe Schwarz|Artikelnummer 9568708",Hauptmaterial 1: 100% Leder|Hauptmaterial 2: 100% Baumwolle|Futter 1: 100% Baumwolle|Sohle: 100% Gummi,,179.95,139.95
Reebok,Sneaker aus Veloursleder mit Kontrastbesatz,Mittelgrau,"41|8,5|42|9|42,5|9,5|43|10|44|10,5|44,5|11|45|11,5|45,5|12","Herren Sneaker von Reebok|Veloursleder |Strapazierfähiges Kontrastmaterial|Abgerundete Spitze|Schnürverschluss|Logo-Applikationen|Profilsohle aus Gummi|Sohlenhöhe: 2,5 cm|Farbe Mittelgrau|Artikelnummer 9631376",Hauptmaterial 1: 100% Veloursleder|Hauptmaterial 2: 100% Nylon|Sohle: 100% Gummi,,69.95,69.95
adidas Originals,Sneaker 'LA Trainer' aus Veloursleder,Hellgrau,42|8|43|9|44 2/3|10|46|11|47 1/3|12|41 1/3|7/|42 2/3|8/|44|9/|45 1/3|10/|46 2/3|11/,"Herren Sneaker von adidas Originals|Modell LA Trainer|Echtes Veloursleder|Kontrasteinsätze aus Mesh|Logo-Streifen|Schnürverschluss|Ortholite®-Einlegesohle|Herausnehmbare Fersenbolzen|Gummisohle|Sohlenhöhe: 2,5 cm|Farbe Hellgrau|Artikelnummer 9637276",Hauptmaterial 1: 100% Leder|Hauptmaterial 2: 100% Textil|Futter 1: 100% Textil|Sohle: 100% Gummi,,99.95,99.95
Pepe Jeans,Zehentrenner mit Flaggen-Print ,Blau,41|42|43|44|45|46,"Herren Zehentrenner von Pepe Jeans|Strapazierfähiges Material |Strukturierte Riemen mit Logo-Applikation|Flaggen-Print mit Logo am Fußbett|Gummisohle|Sohlenhöhe: 1,5 cm|Farbe Blau|Artikelnummer 9635567",Hauptmaterial 1: 100% Gummi|Sohle: 100% Gummi,,25.95,25.95
adidas Originals,Sneaker aus Veloursleder,Offwhite,42|8|43|9|44 2/3|10|46|11|47 1/3|12|41 1/3|7/|42 2/3|8/|44|9/|45 1/3|10/|46 2/3|11/,Herren Sneaker von adidas Originals|Modell LA TRAINER|Echtes Veloursleder|Kontrasteinsätze aus Mesh|Logo-Streifen|Schnürverschluss|Gummisohle mit Kontrastbesatz|Sohlenhöhe: 2 cm|Farbe Offwhite|Artikelnummer 9633240,Hauptmaterial 1: 100% Leder|Hauptmaterial 2: 100% Textil|Futter 1: 100% Textil|Sohle: 100% Gummi,,99.95,99.95
Base London ,Chelsea Boots aus Veloursleder,Cognac ,41|42|43|44|45|46,Herren Chelsea Boots von Base London|Modell Ferdinand|Echtes Veloursleder|Überknöchelhoher Schaft|Elastische Einsätze|Innensohle aus Leder|Kreppsohle|Sohlenhöhe: 1 cm|Farbe Cognac |Artikelnummer 9635580,Hauptmaterial 1: 100% Leder|Futter 1: 100% Leder|Sohle: 100% Gummi,,129.95,129.95
adidas Originals,Adiletten mit Logo-Streifen,Marineblau,40 2/3|7|42|8|43|9|44 2/3|10|46|11|47 1/3|12,Herren Adiletten von adidas Originals|Modell Adilette|Gummi|Strukturierter Riemen mit Logo-Streifen|Profilsohle|Sohlenhöhe: 1 cm|Farbe Marineblau|Artikelnummer 9633244,Hauptmaterial 1: 100% Gummi|Futter 1: 100% Textil|Sohle: 100% Gummi,,34.95,34.95
Converse,High Top Sneaker aus Canvas,Schwarz,"41|7,5|42|8,5|42,5|9|43|9,5|44|10|44,5|10,5|45|11","Herren High Top Sneaker von Converse|Canvas|Gummisohle|Abgerundete Spitze mit Vorderkappe|Schnürverschluss|Überknöchelhoher Schaft|Logo-Badge|Sohlenhöhe: 2,5 cm|Farbe Schwarz|Artikelnummer 9597605",Hauptmaterial 1: 100% Textil|Futter 1: 100% Textil|Sohle: 100% Gummi,,79.95,79.95
Birkenstock,Sandalen aus echtem Leder,Sand,41|42|43|44|45|46,Herren Sandalen von BIRKENSTOCK|Modell Arizona|Echtes Leder|Birko-Flor Riemen|Abgerundete Spitze|Ergonomisches Fußbett aus Naturkork|EVA-Sohle|Zwei verstellbare Riemen mit Dornschließe|Logo-Prägung|Sohlenhöhe: 4 cm|Farbe Sand|Artikelnummer 9592410,Hauptmaterial 1: 100% Leder|Futter 1: 100% Leder|Futter 2: 100% Kork|Sohle: 100% Gummi, Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,64.95,64.95
Converse,High Top Sneaker 'All Star II' aus Canvas ,Weiß,"41|7,5|42|8,5|42,5|9|43|9,5|44|10|44,5|10,5|45|11","Herren High Top Sneaker von Converse|Modell All Star II|Canvas|Abgerundete Spitze|Überknöchelhoher Schaft|Schnürverschluss|Vorderkappe aus Gummi|Gummisohle|Lunarlon-Fußbett|Zwei Paar Schnürsenkel|Sohlenhöhe: 2,5 cm|Farbe Weiß|Artikelnummer 9597604",Hauptmaterial 1: 100% Textil|Sohle: 100% Gummi,,79.95,79.95
Birkenstock,Sandalen mit ergonomischem Fußbett,Dunkelblau,42|43|44|45|46,Herren Sandalen von BIRKENSTOCK|Modell Arizona|Zwei verstellbare Riemen aus Birko-Flor|Innenseite aus Leder|Ergonomisches Fußbett aus Naturkork|EVA-Sohle|Logo-Prägung|Sohlenhöhe: 4 cm|Farbe Dunkelblau|Artikelnummer 9592409,Hauptmaterial 1: 100% Birko-Flor|Futter 1: 100% Kork|Futter 2: 100% Leder|Sohle: 100% Gummi, Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,59.95,59.95
Base London ,Derby aus Leder,Cognac ,41|42|43|44|45|46,"Herren Derby von Base London|Modell Statement|Echtes Leder|Einsatz mit Lochmuster|Derbybogen|Schnürverschluss|Innensohle aus Leder|Gummisohle|Sohlenhöhe: 2,5 cm|Farbe Cognac |Artikelnummer 9635575",Hauptmaterial 1: 100% Leder|Futter 1: 100% Textil|Futter 2: 100% Leder|Sohle: 100% Gummi,,119.95,119.95
New Balance,Sneaker aus echtem Veloursleder,Marineblau,"41,5|8|42|8,5|42,5|9|43|9,5|44|10|45|11|46,5|12","Herren Sneaker von New Balance|Modell 420|Echtes Veloursleder|Kontrasteinsätze aus Mesh|Abgerundete Spitze |Schnürverschluss|Sohle aus Gummi|Seitliche Logo-Aufnäher|Kontrastbesatz mit Logo-Print an der Ferse|Label-Patch an der Zunge|Zwei Paar Schnürsenkel|Sohlenhöhe: 3,5 cm|Farbe Marineblau|Artikelnummer 9634159",Hauptmaterial 1: 100% Leder|Hauptmaterial 2: 100% Synthetik|Sohle: 100% Gummi, Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,89.95,89.95
Pantofola dOro,Sneaker aus Leder und Canvas,Schwarz,40|41|42|43|44|45|46,Herren Sneaker von Pantofola d'Oro|Modell Comacchio|Echtes Leder mit Details aus Canvas|Abgerundete Spitze |Schnürverschluss|Logo-Applikationen und -Stickereien|Gummisohle|Sohlenhöhe: 2 cm|Farbe Schwarz|Artikelnummer 9620752,Hauptmaterial 1: 100% Leder|Hauptmaterial 2: 100% Textil|Sohle: 100% Gummi,,69.95,69.95
Boss Green,Sneaker aus Textil in Strickoptik,Hellgrau,40|41|42|43|44|45|46,"Herren Sneaker von BOSS Green|Modell Rayadv_Tenn_skyn|Textil in Strickoptik|Abgerundete Spitze|Schnürverschluss|Logo-Applikation aus Gummi an der Ferse|Profilsohle aus Gummi|Sohlenhöhe: 2,5 cm|Farbe Hellgrau|Artikelnummer 9581858",Hauptmaterial 1: 100% Textil|Besatz 1: 100% Leder|Sohle: 100% Gummi,,169.95,169.95
Pantofola dOro,Sneaker aus Glatt- und Veloursleder,Hellgrau,40|41|42|43|44|45|46,Herren Sneaker von Pantofola d'Oro|Echtes Glatt- und Veloursleder|Logo-Details|Schnürverschluss|Innensohle aus Leder|Gummisohle|Made in Italy|Sohlenhöhe: 2 cm|Farbe Hellgrau|Artikelnummer 9620760,Hauptmaterial 1: 100% Leder|Futter 1: 100% Leder|Sohle: 100% Gummi,,109.95,109.95
Marc O'Polo,Sneaker aus Veloursleder,Marineblau,40|41|42|43|44|45,Herren Sneaker von MARC O'POLO|Veloursleder|Abgerundete Spitze|Schnürverschluss|Kontrastbesatz aus Leder über der Sohle|Kontrastfarbene Nähte|Logo-Details|Gummisohle|Sohlenhöhe: 2 cm|Farbe Marineblau|Artikelnummer 9612654,Hauptmaterial 1: 100% Leder|Futter 1: 100% Textil|Futter 2: 100% Leder|Sohle: 100% Synthetik,,99.95,99.95
Pantofola dOro,Sneaker aus Leder mit Kontrasteinsätzen,Mittelbraun,40|41|42|43|44|45|46,Herren Sneaker von Pantofola d'Oro|Modell Levigno Low|Echtes Leder|Schnürverschluss|Logo-Applikationen|Kontrasteinsätze aus Veloursleder|Profilsohle aus Gummi|Made in Italy|Sohlenhöhe: 2 cm|Farbe Mittelbraun|Artikelnummer 9620761,Hauptmaterial 1: 100% Leder|Sohle: 100% Gummi,,109.95,109.95
Havaianas,Zehentrenner mit Riemen aus Canvas,Mittelgrau,39/40|41/42|43/44|45/46,Herren Zehentrenner von havaianas|Riemen aus Canvas|Gummierter Besatz mit Logo|Gummisohle|Sohlenhöhe: 2 cm|Farbe Mittelgrau|Artikelnummer 9646221,Hauptmaterial 1: 100% Textil|Sohle: 100% Gummi,,21.95,21.95
Gant,Sneaker aus Leder und Textil,Marineblau,41|42|43|44|45|46,Herren Sneaker von GANT|Modell Russell|Leder und Textil|Kontrasteinsätze in Flechtoptik|Schnürverschluss|Innensohle aus Leder|Gummisohle|Sohlenhöhe: 2 cm|Farbe Marineblau|Artikelnummer 9629615,Hauptmaterial 1: 100% Textil|Hauptmaterial 2: 100% Leder|Futter 1: 100% Leder|Sohle: 100% Gummi,,129.95,129.95
Marc O'Polo,Sneaker aus Veloursleder,Marineblau,40|41|42|43|44|45,Herren Sneaker von MARC O'POLO|Veloursleder|Abgerundete Spitze|Schnürverschluss|Kontrastbesatz aus Leder über der Sohle|Kontrastfarbene Nähte|Logo-Details|Gummisohle|Sohlenhöhe: 2 cm|Farbe Marineblau|Artikelnummer 9612654,Hauptmaterial 1: 100% Leder|Futter 1: 100% Textil|Futter 2: 100% Leder|Sohle: 100% Synthetik,,99.95,99.95
Pantofola dOro,Sneaker aus Leder mit Kontrasteinsätzen,Mittelbraun,40|41|42|43|44|45|46,Herren Sneaker von Pantofola d'Oro|Modell Levigno Low|Echtes Leder|Schnürverschluss|Logo-Applikationen|Kontrasteinsätze aus Veloursleder|Profilsohle aus Gummi|Made in Italy|Sohlenhöhe: 2 cm|Farbe Mittelbraun|Artikelnummer 9620761,Hauptmaterial 1: 100% Leder|Sohle: 100% Gummi,,109.95,109.95
Napapijri,Sneaker aus Canvas in Denimoptik,Marineblau,41|42|43|44|45|46,"Herren Sneaker von Napapijri|Canvas in Denimoptik|Abgerundete Spitze|Schnürverschluss|Logo-Applikationen|Gummisohle|Sohlenhöhe: 2,5 cm|Farbe Marineblau|Artikelnummer 9604634",Hauptmaterial 1: 100% Textil|Sohle: 100% Gummi,,79.95,79.95
Pantofola dOro,Sneaker aus Glatt- und Veloursleder,Hellgrau,40|41|42|43|44|45|46,Herren Sneaker von Pantofola d'Oro|Echtes Glatt- und Veloursleder|Logo-Details|Schnürverschluss|Innensohle aus Leder|Gummisohle|Made in Italy|Sohlenhöhe: 2 cm|Farbe Hellgrau|Artikelnummer 9620760,Hauptmaterial 1: 100% Leder|Futter 1: 100% Leder|Sohle: 100% Gummi,,109.95,109.95
Havaianas,Zehentrenner mit Riemen aus Canvas,Mittelgrau,39/40|41/42|43/44|45/46,Herren Zehentrenner von havaianas|Riemen aus Canvas|Gummierter Besatz mit Logo|Gummisohle|Sohlenhöhe: 2 cm|Farbe Mittelgrau|Artikelnummer 9646221,Hauptmaterial 1: 100% Textil|Sohle: 100% Gummi,,21.95,21.95
Pantofola dOro,Sneaker aus Leder und Canvas,Schwarz,40|41|42|43|44|45|46,Herren Sneaker von Pantofola d'Oro|Modell Comacchio|Echtes Leder mit Details aus Canvas|Abgerundete Spitze |Schnürverschluss|Logo-Applikationen und -Stickereien|Gummisohle|Sohlenhöhe: 2 cm|Farbe Schwarz|Artikelnummer 9620752,Hauptmaterial 1: 100% Leder|Hauptmaterial 2: 100% Textil|Sohle: 100% Gummi,,69.95,69.95
Superdry,Zehentrenner mit Innensohle aus Kork,Dunkelblau|Aqua Blau|Orange,S|M|L,Herren Zehentrenner von Superdry|Riemen aus Gummi mit Logo|Innensohle aus Kork mit Logo-Prägung|Gummisohle|Sohlenhöhe: 1 cm|Farbe Orange|Artikelnummer 9622063,Hauptmaterial 1: 100% Gummi|Futter 1: 100% Kork|Sohle: 100% Gummi,,19.95,19.95
P448,Sneaker mit Meshbesatz,Khaki|Dunkelblau,40|41|42|43|44|45|46,"Herren Sneaker von P448|Modell E7 John|Echtes Leder |Gummisohle|Abgerundete Spitze|Schnürverschluss|Meshbesatz|Lasche mit Reflektorbesatz|Kontrastbesatz|Sohlenhöhe: 2,5 cm|Farbe Dunkelblau|Artikelnummer 9621810",Hauptmaterial 1: 100% Leder|Hauptmaterial 2: 100% Synthetik|Futter 1: 100% Gummi|Futter 2: 100% Synthetik|Sohle: 100% Gummi,,189.95,189.95
Toms,Slipper aus Canvas,Mittelgrau,"39|8,5|40|9|41|9,5|43|10|43,5|10,5|44|11|44,5|11,5|45|12|46|13",Herren Slipper von TOMS|Canvas|Elastischer Einsatz|Strukturierter Kontrasteinsatz mit Streifenmuster|Logo-Aufnäher an der Ferse|Innensohle aus Leder|Flache Gummisohle mit Besatz in Flechtoptik|Sohlenhöhe: 1 cm|Farbe Mittelgrau|Artikelnummer 9595518,Hauptmaterial 1: 100% Textil|Futter 1: 100% Leder|Sohle: 100% Gummi,,49.95,49.95
Tommy Hilfiger,Espadrilles aus Veloursleder,Sand|Marineblau,40|41|42|43|44|45|46,"Herren Espadrilles von Tommy Hilfiger|Echtes Veloursleder|Kontrastbesatz im Fersenbereich|Gummisohle mit Besatz in Flechtoptik|Sohlenhöhe: 1,5 cm|Farbe Sand|Artikelnummer 9585608",Hauptmaterial 1: 100% Leder|Futter 1: 100% Textil|Sohle: 100% Gummi,,89.95,89.95
G-Star Raw,High Top Sneaker mit Textileinsätzen,Weiß|Schwarz,41|42|43|44|45|46,"Herren High Top Sneaker von G-Star RAW|Modell Toublo Mid|Lederoptik und Kontrasteinsatz aus Textil|Schnürverschluss|Überknöchelhoher Schaft|Logo-Applikation|Sohlenhöhe: 2,5 cm|Farbe Weiß|Artikelnummer 9568710",Hauptmaterial 1: 100% Synthetik|Hauptmaterial 2: 100% Textil|Sohle: 100% Gummi,,119.95,119.95
Tommy Hilfiger,Espadrilles aus Veloursleder,Sand|Marineblau,40|41|42|43|44|45|46,"Herren Espadrilles von Tommy Hilfiger|Echtes Veloursleder|Kontrastbesatz im Fersenbereich|Gummisohle mit Besatz in Flechtoptik|Sohlenhöhe: 1,5 cm|Farbe Marineblau|Artikelnummer 9585609",Hauptmaterial 1: 100% Leder|Futter 1: 100% Textil|Sohle: 100% Gummi,,89.95,89.95
Lloyd,Sneaker aus echtem Veloursleder,Mittelgrau,"41|7,5|42|8|42,5|8,5|43|9|44|9,5|44,5|10|45|10,5",Herren Sneaker von LLOYD|Modell Eastman|Echtes Veloursleder|Kontrasteinsätze aus Textil |Washed Out-Effekte|Schnürverschluss|Gummisohle|Made in Germany|Sohlenhöhe: 2 cm|Farbe Mittelgrau|Artikelnummer 9624759,"Hauptmaterial 1: 50% Leder, 50% Textil|Futter 1: 100% Textil|Futter 2: 100% Synthetik|Sohle: 100% Gummi",,119.95,119.95
Polo Ralph Lauren,Sneaker aus Canvas,Weiß|Dunkelblau,39|6|40|7|41|8|42|9|43|10|45|12,"Herren Sneaker von Polo Ralph Lauren|Canvas|Modell Tyrianne|Ziernähte|Logo-Stickereien|Schnürverschluss|Gummisohle|Sohlenhöhe: 2,5 cm|Farbe Dunkelblau|Artikelnummer 9578784",Hauptmaterial 1: 100% Textil|Futter 1: 100% Textil|Sohle: 100% Gummi,,79.95,79.95
Havaianas,Zehentrenner mit Logo-Applikation am Riemen,Blau|Rot|Grün|Marineblau,39/40|41/42|43/44|45/46,Herren Zehentrenner von havaianas |Strapazierfähiges Material|Riemen mit Logo-Applikation|Gummisohle|Sohlenhöhe: 2 cm|Farbe Grün|Artikelnummer 9646213,Hauptmaterial 1: 100% Synthetik|Sohle: 100% Gummi,,24.95,24.95
Hilfiger Denim,Desert Boots aus Veloursleder ,Jeans|Mittelbraun,40|41|42|43|44|45|46,"Herren Desert Boots von Hilfiger Denim|Echtes Veloursleder|Abgerundete Spitze|Schnürverschluss|Kontrasteinsatz aus Glattleder an der Ferse|Logo-Applikationen|Profilsohle aus Gummi|Sohlenhöhe: 2,5 cm|Farbe Jeans|Artikelnummer 9582132",Hauptmaterial 1: 100% Veloursleder|Sohle: 100% Gummi,,129.95,129.95
Tommy Hilfiger,Zehentrenner mit Logo-Applikation,Marineblau|Schwarz|Türkis,41|42|43|44|45|46,Herren Zehentrenner von Tommy Hilfiger |Strapazierfähiges Material|Riemen mit Logo-Applikation|Fußbett mit Logo-Muster|Gummisohle|Sohlenhöhe: 1 cm|Farbe Türkis|Artikelnummer 9597734,Hauptmaterial 1: 100% Synthetik|Sohle: 100% Gummi,,29.95,29.95
Havaianas,Zehentrenner mit Logo-Applikation ,Schwarz|Mittelgrau,39/40|41/42|43/44|45/46,Herren Zehentrenner von Havaianas|Strapazierfähiges Material |Riemen mit Logo-Applikation|Gummisohle|Sohlenhöhe: 2 cm|Farbe Mittelgrau|Artikelnummer 9646210,Hauptmaterial 1: 100% Synthetik|Sohle: 100% Gummi,,22.95,22.95
