Brandname,Productname,Colors,Sizes,Description,Materials,Maintenance,RegularPrice,CurrentPrice
Diesel,Gürtel aus echtem Leder,Schwarz|Cognac |Mittelgrau,85|90|95|100|105,"Herren Gürtel von Diesel|Echtes Leder|Modell B-WHZY|Dornschließe|Vintage Look|Gürtelbreite: 3,5 cm|Farbe Cognac |Artikelnummer 9563571",Hauptmaterial 1: 100% Leder,,44.95,44.95
Nike,Gym Bag mit Logo-Print,Schwarz|Marineblau,OS,Herren Gym Bag von NIKE|Strapazierfähiges Material|Tunnelzug|Ein Reißverschlussfach|Logo-Print|Höhe: 40 cm|Breite: 32 cm|Tiefe: 1 cm|Farbe Schwarz|Artikelnummer 9659479,Hauptmaterial 1: 100% Polyester|Futter 1: 100% Polyester, Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,17.95,17.95
Armani Jeans,Umhängetasche mit Logo-Muster,Schwarz,OS|1,Herren Umhängetasche von Armani Jeans|Strapazierfähiges Material|Modell Nero|Ein Hauptfach mit Reißverschluss|Ein Tabletfach mit Klettverschluss innen|Ein Steckfach innen|Ein Außenfach mit Magnetverschluss|Ein verstellbarer Schulterriemen|Details in Lederoptik|Logo-Applikation|Höhe: 29 cm|Breite: 27 cm|Tiefe: 5 cm|Farbe Schwarz|Artikelnummer 9571683,Hauptmaterial 1: 100% Polyester|Hauptmaterial 2: 100% Polyester|Futter 1: 100% Polyamid, Nicht waschen| Nicht bleichen| Kein Trockner| Keine chemische Reinigung| Keine Nassreinigung möglich,145.95,145.95
Napapijri,Schal mit Kontraststreifen,Anthrazit|Dunkelblau|Schwarz,OS|1,Herren Schal von Napapijri|Wollmischung mit Alpaka- und Viskose-Anteil|Mittelgrobes Maschenbild|Kontraststreifen am Abschluss|Logo-Flagge|150 x 25 cm|Farbe Anthrazit|Artikelnummer 9493111,"Hauptmaterial 1: 80% Polyacryl, 10% Wolle, 5% Alpaka, 5% Viskose"," Handwäsche| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",79.95,59.95
Armani Jeans,Basecap aus unterlegtem Mesh ,Schwarz,OS|1,"Herren Basecap von Armani Jeans|Unterlegtes Mesh |Gerader, verstärkter Schirm |Verstellbarer Riemen  |Logo-Print|Baumwollfutter |Farbe Schwarz|Artikelnummer 9571734",Hauptmaterial 1: 100% Polyamid|Hauptmaterial 2: 100% Polyester|Futter 1: 100% Baumwolle," Handwäsche| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Keine chemische Reinigung",59.95,59.95
Boss,Krawatte aus Seide mit Streifen-Dessin,Mittelgrau,OS|1SIZE,"Herren Krawatte von BOSS|Reine Seide|Breite Form|Streifen-Dessin|Made in Italy|Breite: 7,5 cm|Farbe Mittelgrau|Artikelnummer 9598179","Hauptmaterial 1: 100% Seide|Futter 1: 58% Acetat, 42% Viskose"," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Eingeschränkte chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt. Begrenzung der Feuchtigkeitszugabe und/oder der mechanischen Beanspruchung und/oder der Temperatur.",69.95,69.95
Armani Jeans,Schal mit Camouflage-Muster,Blau,OS|1,Herren Schal von Armani Jeans|Baumwoll-Modal-Mix|Feine Fransen an den Abschlüssen|Camouflage-Muster|180 x 55 cm|Farbe Blau|Artikelnummer 9573482,"Hauptmaterial 1: 54% Modal, 46% Baumwolle"," Handwäsche| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Eingeschränkte chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt. Begrenzung der Feuchtigkeitszugabe und/oder der mechanischen Beanspruchung und/oder der Temperatur.",69.95,69.95
Barts,Schal mit feinem Maschenbild,Marineblau|Silber,OS|1,Herren Schal von Barts|Weiches Material|Modell James Scarf|Feines Maschenbild|Saum im Glattstrick|Logo-Aufnäher in Lederoptik|190 x 40 cm|Farbe Silber|Artikelnummer 9537197,Hauptmaterial 1: 100% Polyacryl," Schonwaschgang 30°| Nicht bleichen| Kein Trockner| Nicht bügeln| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",29.95,19.95
Hugo,Gürtel aus Leder,Dunkelbraun,80|85|90|95|100|105|110|115,"Herrengürtel von HUGO|Echtes Leder|Modell C-Barney-L|Dornschließe mit Logo-Prägung|Lederschlaufe|Breite: 3,5 cm|Farbe Dunkelbraun|Artikelnummer 7942420",Hauptmaterial 1: 100% Rindsleder,,59.95,59.95
Fred Perry,Schlüsselanhänger aus Leder ,Cognac ,OS|1,Herren Schlüsselanhänger von Fred Perry|Echtes Leder und Metall|Abgerundeter Anhänger mit Ziernaht|Logo-Applikation aus Metall |Gesamtlänge: 9 cm |Farbe Cognac |Artikelnummer 9556367,Hauptmaterial 1: 100% Leder|Hauptmaterial 2: 100% Metall,,39.95,39.95
Levi's®,Strümpfe im 2er-Pack,Marineblau meliert|Schwarz,39/42|43/46,Herren Strümpfe von Levi’s ®|Baumwoll-Mix mit Stretch-Anteil|Regular Cut|Gerippte Komfortbündchen|Niete mit Logo-Prägung|Verstärkte Ferse und Spitze|2er-Pack|Farbe Schwarz|Artikelnummer 9299309,"Hauptmaterial 1: 75% Baumwolle, 23% Polyamid, 2% Elasthan", Kein Trockner| Normalwaschgang 40°| Nicht bügeln| Keine chemische Reinigung| Nicht bleichen,8.95,8.95
Boss Green,Schirmmütze mit Logo-Applikation,Schwarz,OS|1SIZE,Herren Schirmmütze von BOSS Green|Fein strukturiertes Material|Verstärkter Schirm|Eingestickte Luftlöcher|Verstellbarer Riegel auf der Rückseite|Logo-Applikation|Farbe Schwarz|Artikelnummer 9557843,"Hauptmaterial 1: 99% Polyester, 1% Elasthan|Besatz 1: 60% Baumwolle, 40% Polyester", Handwäsche| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,44.95,44.95
Lloyd Men's Belts,Ledergürtel mit Dornschließe,Schwarz|Mittelbraun|Dunkelbraun,85|90|95|100|105|110,Herren Ledergürtel von Schaper|Echtes Leder|Feine Narbung|Dornschließe|Gürtelbreite: 4 cm|Farbe Dunkelbraun|Artikelnummer 4275287,Hauptmaterial 1: 100% Leder,,39.95,39.95
Barts,Loop-Schal im Zopfstrick,Schwarz|Silber,OS|1,Herren Loop-Schal von Barts|Wollmischung|Runde Form|Zopfstrick|Gerippte Abschlüsse|Dekorativer Pilling-Effekt|62 x 42 cm|Farbe Schwarz|Artikelnummer 9537201,"Hauptmaterial 1: 75% Polyacryl, 25% Wolle"," Schonwaschgang 30°| Nicht bleichen| Kein Trockner| Nicht bügeln| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",34.95,34.95
Tommy Hilfiger,Rucksack mit Laptopfach,Marineblau,OS,Herren Rucksack von Tommy Hilfiger|Wetterfestes Material|Logo-Applikation|Logo-Streifen|Außenfach mit Reißverschluss|Hauptfach mit Zweiwege-Reißverschluss|Zwei verstellbare Schulterriegel|Eine Trageschlaufe|Ein Laptopfach und ein Reißverschlussfach innen|Höhe: 41 cm|Breite: 32 cm|Tiefe: 14 cm|Farbe Marineblau|Artikelnummer 9553798,"Hauptmaterial 1: 85% Polyester, 15% Polyurethan",,119.95,119.95
Polo Ralph Lauren,Sneakersocken im 3er-Pack,Weiß|Rot|Schwarz,OS|1,Herren Sneakersocken von Polo Ralph Lauren|Baumwollmischung mit Stretch-Anteil|Schmale Komfortbündchen|Eingewebtes Logo|Verstärkte Ferse und Spitze|3er-Pack|Farbe Weiß|Artikelnummer 9610365,"Hauptmaterial 1: 71% Baumwolle, 26% Polyester, 3% Elasthan", Schonwaschgang 30°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Nicht bügeln| Keine chemische Reinigung,19.95,19.95
Armani Collezioni,Schal aus Leinen in Melangeoptik,Bordeaux Rot,OS|1,Herren Schal von Armani Collezioni|Reines Leinen|Ausgefranste Abschlüsse |Melangeoptik|Made in Italy|185 x 45 cm |Farbe Bordeaux Rot|Artikelnummer 9570218,Hauptmaterial 1: 100% Leinen," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Keine chemische Reinigung",129.95,129.95
Joop!,Krawatte aus reiner Seide,Bleu|Royalblau|Marineblau,OS|ONE,Herren Krawatte von JOOP!|Reine Seide|Klassische Form|Webmuster|Made in Italy|Breite: 7 cm|Farbe Royalblau|Artikelnummer 9602333,Hauptmaterial 1: 100% Seide," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",49.95,49.95
Tommy Hilfiger,Laptoptasche mit abnehmbarem Schulterriemen,Marineblau|Schwarz,OS,"Herren Laptoptasche von Tommy Hilfiger|Strapazierfähiges Material|Reißverschlussfach auf der Vorderseite|Hauptfach mit Reißverschluss|Gepolstertes Laptopfach innen|Gepolstertes Steckfach innen|Zwei Trageriemen|Abnehmbarer, verstellbarer Schulterriemen|Zierstreifen|Logo-Applikation auf der Vorderseite|Höhe: 32 cm|Breite: 39 cm|Tiefe: 5 cm|Riemenlänge: 30 cm|Farbe Schwarz|Artikelnummer 9553806",Hauptmaterial 1: 100% Nylon,,99.95,99.95
Lacoste,Uhr mit Armband aus Leder,Silber,OS|1,"Herren Uhr von LACOSTE|Edelstahl|Modell Moon|Stunde, Minute, Sekunde|Armband aus echtem Leder|Dornschließe|Logo-Prägung auf dem Ziffernblatt|Inklusive Geschenkbox|Rückgabe nur mit Schutzfolie(n) möglich|Farbe Silber|Artikelnummer 9670776",Hauptmaterial 1: 100% Edelstahl|Hauptmaterial 2: 100% Leder, Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,159.95,159.95
REVIEW,Sonnenbrille mit Rahmen in Hornoptik,Mittelbraun,OS|1,"Herren Sonnenbrille von REVIEW|Kunststoff und Metall|UV-Schutz|Rahmen in Hornoptik|Eckige, getönte Gläser|Nasensteg aus Metall|Metalleinfassung|Bewegliche Bügel|Farbe Mittelbraun|Artikelnummer 9634694",Hauptmaterial 1: 100% Kunststoff|Hauptmaterial 2: 100% Metall,,12.95,12.95
Calvin Klein,Krawatte aus Seide mit Gittermuster,Bordeaux Rot|Marineblau,OS,"Herren Krawatte von Calvin Klein|Reine Seide|Klassische Form|Gittermuster|Leicht schimmernde Textur|Breite: 6,5 cm|Farbe Bordeaux Rot|Artikelnummer 9583994",Hauptmaterial 1: 100% Seide," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",39.95,39.95
Napapijri,Schal mit Kontraststreifen,Anthrazit|Dunkelblau|Schwarz,OS|1,Herren Schal von Napapijri|Wollmischung mit Alpaka- und Viskose-Anteil|Mittelgrobes Maschenbild|Kontraststreifen am Abschluss|Logo-Flagge|150 x 25 cm|Farbe Schwarz|Artikelnummer 9493115,"Hauptmaterial 1: 80% Polyacryl, 10% Wolle, 5% Alpaka, 5% Viskose"," Handwäsche| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",79.95,59.95
Herschel,Rucksack mit Laptopfach,Schwarz,OS|1,"Herren Rucksack von Herschel|Strapazierfähiges Material|Modell Iona|Hauptfach mit Überschlag und Tunnelzug|Fach für 15''-Laptops innen|Verstärkter Boden|Verstellbare, gepolsterte Schulterriemen|Höhe: 47 cm|Breite: 31 cm|Tiefe: 17 cm|Volumen: 24 Liter|Farbe Schwarz|Artikelnummer 9475189",Hauptmaterial 1: 100% Polyester|Futter 1: 100% Polyester, Handwäsche| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,79.95,79.95
Joop!,Schal mit Logo-Muster,Mittelgrau|Marineblau|Dunkelblau,OS|ONE,Herren Schal von JOOP!|Modal-Woll-Mix|Ausgefranste Abschlüsse|Kontrastinnenseite|Logo-Muster|176 x 60 cm|Farbe Dunkelblau|Artikelnummer 9569621,"Hauptmaterial 1: 55% Modal, 45% Wolle"," Handwäsche| Nur Sauerstoffbleiche zulässig / keine Chlorbleiche| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Eingeschränkte chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt. Begrenzung der Feuchtigkeitszugabe und/oder der mechanischen Beanspruchung und/oder der Temperatur.",69.95,69.95
Herschel,Rucksack aus strapazierfähigem Material,Schwarz|Marineblau|Camel|Schwarz|Dunkelblau meliert|Blau|Blau meliert,OS|1,"Herren Rucksack von Herschel|Strapazierfähiges Material|Modell Little America|Logo-Aufnäher|Außenfach mit Riemen samt Magnet- und Reißverschluss|Hauptfach mit Überschlag samt Riemen und Magnetverschluss|Zugverschluss|Zwei regulierbare Schulterriemen, eine Trageschlaufe|Gepolstertes Laptopfach innen|Höhe: 52 cm|Breite: 32 cm|Tiefe: 15 cm|Volumen: 25 L|Farbe Schwarz|Artikelnummer 9587231",Hauptmaterial 1: 100% Polyester|Futter 1: 100% Polyester|Besatz 1: 100% Synthetik, Handwäsche| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,109.95,109.95
Christian Berg Men,Strümpfe im 2er-Pack,Schwarz|Rot|Marineblau,39/42|43/46,Herren Strümpfe von Christian Berg Men|Baumwollmischung (Bio-Baumwolle)|Gerippte Komfortbündchen|Verstärkte Ferse und Spitze|2er-Pack|Farbe Marineblau|Artikelnummer 9625023,"Hauptmaterial 1: 80% Baumwolle, 17% Polyamid, 3% Elasthan", Schonwaschgang 40°| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,7.95,7.95
Calvin Klein,Krawatte aus Seide mit Webmuster,Pink|Marineblau,OS,"Herren Krawatte von Calvin Klein|Reine Seide|Klassische Form|Webmuster|Leicht schimmernde Textur|Breite: 6,5 cm|Farbe Marineblau|Artikelnummer 9583973",Hauptmaterial 1: 100% Seide," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Keine chemische Reinigung",39.95,39.95
Hugo,Krawatte aus reiner Seide,Bleu|Marineblau|Silber|Schwarz,OS|1SIZE,Herren Krawatte von HUGO|Reine Seide|Schmale Form|Leicht schimmernde Oberfläche|Breite: 6 cm|Farbe Bleu|Artikelnummer 9584462,Hauptmaterial 1: 100% Seide," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Eingeschränkte chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt. Begrenzung der Feuchtigkeitszugabe und/oder der mechanischen Beanspruchung und/oder der Temperatur.",49.95,49.95
Christian Berg Men,Krawatte mit feinem Muster,Marineblau|Bleu|Royalblau|Pink|Grün|Rot,OS|1,Herren Krawatte von Christian Berg Men|Reine Seide|Klassische Form|Strukturiertes Allover-Muster|Handgefertigt|Breite: 7 cm|Farbe Rot|Artikelnummer 9601604,Hauptmaterial 1: 100% Seide," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",29.95,29.95
Jake*s,Krawatte aus Seide mit Gittermuster,Schwarz|Royalblau,OS|1,Herren Krawatte von Jake*s Collection|Reine Seide|Klassische Form|Gittermuster|Schimmernde Textur|Breite: 7 cm|Farbe Schwarz|Artikelnummer 9615294,Hauptmaterial 1: 100% Seide," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",29.95,29.95
Boss,Chronograph mit Armband aus echtem Leder,Schwarz,OS|1,"Herren Chronograph von BOSS|Edelstahl|Modell Aeroliner Chrono|Stunden, Minuten, Sekunden, Datum|Stoppfunktion 1/10 Sek.|Armband aus echtem Leder|Dornschließe|Rückgabe nur mit Schutzfolie(n) möglich|Farbe Schwarz|Artikelnummer 9661706",Hauptmaterial 1: 100% Edelstahl|Besatz 1: 100% Leder,,389.0,389.0
Christian Berg Men,Krawatte aus Seide mit Riffelstruktur,Rot|Pink|Bleu|Taupe|Dunkelbraun,OS|1,Herren Krawatte von Christian Berg Men|Reine Seide|Klassische Form|Riffelstruktur|Handgefertigt|Breite: 7 cm|Farbe Bleu|Artikelnummer 9601582,Hauptmaterial 1: 100% Seide," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",29.95,29.95
Puma,Sneakersocken im 3er-Pack,Schwarz|Weiß|Blau,39/42|43/46,Herren Sneakersocken von PUMA|Baumwollmischung mit Stretch-Anteil|Schmale Komfortbündchen|Eingewebte Logos|Verstärkte Ferse und Spitze|Flache Zehennaht|3er-Pack|Farbe Blau|Artikelnummer 928458,"Hauptmaterial 1: 76% Baumwolle, 22% Polyamid, 2% Elasthan", Normalwaschgang 40°| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,8.95,8.95
Michael Kors,Laptoptasche aus Leder,Schwarz,OS|1,"Herren Laptoptasche von Michael Kors|Echtes Leder|Wasserabweisend|Ein Außenfach mit Reißverschluss|Zwei Hauptfächer mit Reißverschluss|Zwei gepolsterte Laptopfächer|Zwei Reißverschlussfächer innen|Fünf Kartenfächer, ein Handyfach, drei Steckfächer|Zwei Trageriemen|Ein abnehmbarer, verstellbarer Schulterriemen|Höhe: 30 cm|Breite: 39 cm|Tiefe: 6 cm|Riemenlänge: 35 cm|Farbe Schwarz|Artikelnummer 9578756",Hauptmaterial 1: 100% Leder,,479.0,479.0
Boss,Krawatte aus reiner Seide,Schwarz,OS|1,Herrenkrawatte von BOSS|Reine Seide|Klassische Form|Leicht schimmernde Textur|Made in Italy|Breite: 6 cm|Farbe Schwarz|Artikelnummer 4008098,"Hauptmaterial 1: 100% Seide|Futter 1: 58% Acetat, 42% Viskose"," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Eingeschränkte chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt. Begrenzung der Feuchtigkeitszugabe und/oder der mechanischen Beanspruchung und/oder der Temperatur.",69.95,69.95
OLYMP,Krawatte aus reiner Seide,Schwarz|Rot|Marineblau,OS|N,"Herren Krawatte von Olymp|Reine Seide|Klassische Form|Strukturierte Oberfläche|Schimmerndes Material|Breite: 7,5 cm|Farbe Marineblau|Artikelnummer 4016253",,,29.95,29.95
Boss,Umschlagbörse und Kartenetui im Set,Schwarz,OS|1SIZE,"Herren Umschlagbörse und Kartenetui von BOSS|Echtes Leder|Grafische Struktur|Umschlagbörse mit sechs Karten- und zwei Scheinfächern|Münzfach mit Druckknopfverschluss|Kartenetui mit fünf Kartenfächern|Logo-Aufnäher |Höhe: 9,5 cm |Breite: 11 cm|Tiefe: 1,5 cm |Farbe Schwarz|Artikelnummer 9559360",Hauptmaterial 1: 100% Rindsleder,,149.95,149.95
Joop!,Gürtel aus echtem Leder,Schwarz,85|90|95|100|105|110,Matt-silberne Dornschließe|Nahtlos|Echtes Leder|Metall-Schlaufe mit Logo Gravur|Farbe Schwarz|Artikelnummer 4589803,,,59.95,59.95
Happy Socks,Socken mit grafischem Muster,Silber|Marineblau,36/40|41/46,Herren Socken von Happy Socks|Baumwollmischung mit Stretch-Anteil|Grafisches Muster|Komfortbündchen|Verstärkte Ferse und Spitze|Farbe Marineblau|Artikelnummer 9535758,"Hauptmaterial 1: 80% Gekämmte Baumwolle, 17% Polyamid, 3% Elasthan", Schonwaschgang 40°| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,8.95,8.95
Polo Ralph Lauren,Schirmmütze mit Logo-Stickerei,Hellgrau|Blau|Rot|Türkis|Rosa|Gras Grün|Gelb|Grün,OS|1,Herren Schirmmütze von Polo Ralph Lauren|Reine Baumwolle|Verstärkter Schirm|Eingestickte Luftlöcher|Verstellbarer Riegel auf der Rückseite|Logo-Stickerei|Farbe Türkis|Artikelnummer 9610344,Hauptmaterial 1: 100% Baumwolle," Handwäsche| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",35.95,35.95
Superdry,Rucksack in Melangeoptik,Graphit|Marineblau|Olivgrün|Rot,OS|1,Herren Rucksack von Superdry|Strapazierfähiges Material|Meliert|Hauptfach mit Reißverschluss|Ein Steckfach innen|Drei Reißverschlusstaschen außen|Verstellbare Schnürung|Zwei verstellbare Riegel mit Klickverschluss|Logo-Badges|Gepolsterter Rücken|Verstellbare Schulterriemen|Höhe: 46 cm|Breite: 38 cm|Tiefe: 14 cm|Farbe Marineblau|Artikelnummer 9585171,Hauptmaterial 1: 100% Polyester|Futter 1: 100% Polyester, Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,59.95,59.95
Boss,Carmello Ledergürtel mit Dornschließe,Schwarz|Cognac ,80|85|90|95|100|105,"Herrengürtel von HUGO BOSS|Fein genarbtes Rindsleder|Glänzende Oberfläche|Eckige Dornschließe mit Logo-Prägung|Einfache Lochung|Schmal zulaufendes Gürtelende|Gürtelbreite: 3,5 cm|Farbe Schwarz|Artikelnummer 958418",Hauptmaterial 1: 100% Rindsleder,,99.95,99.95
adidas Originals,Sneakersocken mit eingewebtem Logo,Weiß,39/42|43/46,Herren Sneakersocken von adidas Originals|Weiches Material mit Stretch-Anteil|Elastisches Bündchen|Anti-Slip-Print im Fersenbereich|Eingewebtes Logo|Farbe Weiß|Artikelnummer 9633256,"Hauptmaterial 1: 63% Polyester, 35% Polyamid, 2% Elasthan", Normalwaschgang 40°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Nicht bügeln| Keine chemische Reinigung,9.95,9.95
Armani Jeans,Doubleface Mütze mit eingestricktem Logo,Schwarz,OS|2|3|3,Herren Mütze von Armani Jeans|Wollmischung|Doubleface|Feiner Rippenstrick|Eingestricktes Logo|Made in Italy|Farbe Schwarz|Artikelnummer 9476100,"Hauptmaterial 1: 50% Wolle, 50% Polyacryl"," Normalwaschgang 30°| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Eingeschränkte chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt. Begrenzung der Feuchtigkeitszugabe und/oder der mechanischen Beanspruchung und/oder der Temperatur.",69.95,49.95
Hugo,Krawatte aus Seide mit Webmuster,Marineblau|Hellblau|Rot|Flieder,OS|1SIZE,Herren Krawatte von HUGO|Reine Seide|Klassische Form|Webmuster|Made in Italy|Breite: 7 cm|Farbe Flieder|Artikelnummer 9584524,Hauptmaterial 1: 100% Seide|Futter 1: 100% Polyester," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Eingeschränkte chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt. Begrenzung der Feuchtigkeitszugabe und/oder der mechanischen Beanspruchung und/oder der Temperatur.",49.95,49.95
MCNEAL,Gürtel aus Leder,Schwarz|Dunkelbraun|Haselnuss Braun|Marineblau,85|90|95|100|105|110,"Herren Gürtel von McNeal|Echtes Leder|Glatte Oberflächenstruktur|Schmal zu laufendes Gürtelende|Dornschließe |Einfache Lochung|Gürtelbreite: 3,5 cm|Farbe Haselnuss Braun|Artikelnummer 7949339",Hauptmaterial 1: 100% Leder,,29.95,29.95
FILA ,Strümpfe im 3er-Pack,Weiß|Schwarz|Mittelgrau|Anthrazit,39/42|43/46,Herren Strümpfe von FILA|Baumwollmischung mit Stretch-Anteil|Komfortbündchen|Eingewebtes Logo|Verstärkte Ferse und Spitze|3er-Pack|Farbe Mittelgrau|Artikelnummer 9622620,"Hauptmaterial 1: 65% Baumwolle, 34% Polyester, 1% Elasthan", Normalwaschgang 30°| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,6.95,6.95
Boss,Sneakersocken im 2-er Pack,Mittelgrau|Blau,39/42|43/46,Herren Sneakersocken von BOSS|Baumwollmischung mit Stretch-Anteil|Schmaler Komfortbund|Eingearbeites Logo|Verstärkte Ferse und Spitze |2-er Pack|Farbe Mittelgrau|Artikelnummer 9462241,"Hauptmaterial 1: 75% Baumwolle, 23% Polyamid, 9% Elasthan", Normalwaschgang 40°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Nicht bügeln| Keine chemische Reinigung,15.0,15.0
Hugo,Einstecktuch aus Seide mit Gitter-Muster,Bleu|Marineblau,OS|1,Herren Einstecktuch von HUGO|Reine Seide|Gitter-Muster|Kontrastrahmen|Made in Italy|33 x 33 cm|Farbe Bleu|Artikelnummer 9376011,Hauptmaterial 1: 100% Seide," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Eingeschränkte chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt. Begrenzung der Feuchtigkeitszugabe und/oder der mechanischen Beanspruchung und/oder der Temperatur.",29.95,29.95
Herschel,Weekender mit abnehmbarem Schulterriemen,Schwarz|Dunkelblau,OS|1,"Herren Weekender von Herschel|Strapazierfähiges Material|Modell Novel|Ein Hauptfach mit Zweiwege-Reißverschluss|Ein Steckfach innen|Ein Seitenfach mit Zweiwege-Reißverschluss außen|Zwei Trageriemen in Lederoptik|Ein abnehmbarer, verstellbarer Schulterriemen|Logo-Aufnäher|Höhe: 30 cm|Breite: 52 cm|Tiefe: 28,5 cm|Riemenlänge: 48 cm|Volumen: 42,5 L|Farbe Dunkelblau|Artikelnummer 9600131",Hauptmaterial 1: 100% Polyester|Futter 1: 100% Polyester|Besatz 1: 100% Polyurethan, Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,99.95,99.95
Armani Jeans,Schal mit eingewebtem Logo-Muster,Graphit,OS|1,Herren Schal von Armani Jeans|Baumwoll-Modal-Mix|Eingewebtes Logo-Muster|Fransen an den Abschlüssen|180 x 54 cm |Farbe Graphit|Artikelnummer 9571719,"Hauptmaterial 1: 50% Baumwolle, 50% Modal"," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Eingeschränkte chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt. Begrenzung der Feuchtigkeitszugabe und/oder der mechanischen Beanspruchung und/oder der Temperatur.| Keine Nassreinigung möglich",94.95,94.95
REVIEW,Sonnenbrille mit getönten Gläsern,Mittelbraun|Schwarz,OS|1,Herren Sonnenbrille von REVIEW|Kunststoff|Nasensteg aus Metall|Getönte Gläser|UV-Schutz|Farbe Mittelbraun|Artikelnummer 9634698,Hauptmaterial 1: 100% Kunststoff|Hauptmaterial 2: 100% Metall,,12.95,12.95
