Brandname,Productname,Colors,Sizes,Description,Materials,Maintenance,RegularPrice,CurrentPrice
Liebeskind Berlin,Geldbörse aus echtem Leder,Schwarz|Taupe,OS|1,"Damen Geldbörse von Liebeskind Berlin|Echtes Leder|Modell Nairobi|Rochenoptik|Ein Hauptfach mit Rundum-Reißverschluss|Ein Münzfach mit Reißverschluss innen|Zwei Innenfächer|Label-Patch|Inklusive Geschenkbox|Höhe: 8,5 cm|Breite: 10 cm|Tiefe: 2,5 cm|Farbe Taupe|Artikelnummer 9591140",Hauptmaterial 1: 100% Leder, Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,49.95,39.95
L.Credi,Crossbody Bag mit Zierquaste,Gold|Silber|Rosé,OS|1,Damen Crossbody Bag von L.CREDI|Lederoptik|Reptilienstruktur|Reißverschluss|Ein Steck- und ein Reißverschlussfach innen|Abnehmbarer Kettenriemen|Logo-Applikation|Höhe: 15 cm |Breite: 22 cm |Tiefe: 3 cm |Farbe Rosé|Artikelnummer 9607171,Hauptmaterial 1: 100% Synthetik,,39.95,39.95
Fritzi aus Preußen,Bowling Bag mit gelegten Falten,Schwarz,OS|1,"Damen Bowling Bag von Fritzi aus Preußen|Strapazierfähiges Material|Lederoptik|Ein Hauptfach mit Reißverschluss|Zwei Steckfächer, ein Reißverschlussfach innen|Ein Reißverschlussfach außen|Gelegte Falten|Zwei Trageriemen|Abnehmbarer, verstellbarer Schulterriemen|Logo-Applikation|Höhe: 22 cm|Breite: 28 cm|Tiefe: 16 cm|Riemenlänge: 44 cm|Farbe Schwarz|Artikelnummer 9596229",Hauptmaterial 1: 100% Polyurethan,,59.95,39.95
Admü Belts,Ledergürtel mit Dornschließe,Silber|Gold,80|85|90|95|100,"Damen Gürtel von ADMÜ Belts|Echtes Leder|Extraschmale Form|Dornschließe|Breite: 1,5 cm|Farbe Gold|Artikelnummer 9614070",Hauptmaterial 1: 100% Leder,,19.95,19.95
Marc O'Polo,Tuch mit Allover-Muster,Jeans,OS|OSO,Damen Tuch von MARC O'POLO|Reine Baumwolle|Verstärkte Abschlüsse|Allover-Muster|67 x 67 cm|Farbe Jeans|Artikelnummer 9645772,Hauptmaterial 1: 100% Baumwolle," Handwäsche| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",29.95,29.95
Love Moschino,Clutch in schimmernder Optik,Gold,OS|1,Damen Clutch von Love Moschino|Schimmernde Schlangenlederoptik|Ein Hauptfach mit Überschlag|Magnetverschluss|Logo-Applikation|Ein Steckfach innen|Abnehmbarer Kettenriemen|Höhe: 13 cm|Breite: 22 cm|Tiefe: 6 cm|Farbe Gold|Artikelnummer 9614202,Hauptmaterial 1: 100% Synthetik,,139.95,139.95
Guess,Handtasche aus schimmerndem Material,Silber,OS|1,"Damen Handtasche von GUESS |Strukturiertes, schimmerndes Material|Hauptfach mit Reißverschluss|Ein Reißverschlussfach und drei Steckfächer innen|Zwei Trageriemen|Abnehmbarer, verstellbarer Schulterriemen|Höhe: 24 cm |Breite: 28 cm |Tiefe: 15 cm |Riemenlänge: 35 cm |Farbe Silber|Artikelnummer 9572895",Hauptmaterial 1: 100% Polyurethan|Futter 1: 100% Polyester, Nicht waschen| Nicht bleichen| Kein Trockner| Keine chemische Reinigung,135.95,135.95
Jake*s Cocktail,Clutch aus Satin,Hellrosa,OS|1,"Damen Clutch von Jake*s Cocktail|Satin|Überschlag mit Drehverschluss|Ein Steckfach innen|Abnehmbarer Kettenriemen|Höhe: 12 cm|Breite: 18 cm|Tiefe: 2,5 cm|Farbe Hellrosa|Artikelnummer 9628875",Hauptmaterial 1: 100% Polyester,,24.95,24.95
Liebeskind Berlin,Tote Bag aus genarbtem Leder,Schwarz|Dunkelblau|Cognac ,OS|1,Damen Tote Bag von Liebeskind Berlin|Echtes Leder|Narbung|Hauptfach mit Reißverschlussfach |Zwei Trageriemen|Logo-Prägung|Höhe: 38 cm |Breite: 25 cm |Tiefe: 11 cm |Riemenlänge: 56 cm |Farbe Dunkelblau|Artikelnummer 9678212,Hauptmaterial 1: 100% Rindsleder, Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,129.95,129.95
Liebeskind Berlin,Kosmetiktasche aus echtem Leder,Schwarz,OS|1,Damen Kosmetiktasche von Liebeskind Berlin|Echtes Leder|Modell KiwiR|Hauptfach mit Reißverschluss|Strukturiertes Muster|Logo-Prägung|20 x 12 cm|Farbe Schwarz|Artikelnummer 9546074,Hauptmaterial 1: 100% Leder,,39.95,29.95
SURI FREY,Geldbörse mit perforiertem Muster,Schwarz|Rosé,OS|1,"Damen Geldbörse von SURI FREY|Strapazierfähiges Material in Lederoptik|Modell Glory|Perforiertes Muster|Ein Hauptfach mit Rundum-Reißverschluss|Ein Münzfach mit Reißverschluss innen|Zwei Scheinfächer innen|Zwölf Kartenfächer innen|Zwei Steckfächer innen|Ein Reißverschlussfach außen|Höhe: 10,5 cm|Breite: 19,5 cm|Tiefe: 3,5 cm|Farbe Rosé|Artikelnummer 9607608",Hauptmaterial 1: 100% Polyurethan, Nicht waschen| Nicht bleichen| Kein Trockner| Keine chemische Reinigung,39.95,29.95
Tamaris,Kuvert-Clutch in Metallicoptik,Silber,OS|1,Damen Kuvert-Clutch von Tamaris|Lederoptik|Metallicoptik|Ein Hauptfach mit Magnetverschluss|Metall- und Logo-Applikation am Überschlag |Ein Steck- und ein Reißverschlussfach innen|Abnehmbarer Kettenriemen|Höhe: 12 cm|Breite: 19 cm|Tiefe: 3 cm|Farbe Silber|Artikelnummer 9644225,Hauptmaterial 1: 100% Polyester|Futter 1: 100% Polyester, Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,29.95,29.95
L.Credi,Crossbody Bag mit Zierquaste,Gold|Silber|Rosé,OS|1,Damen Crossbody Bag von L.CREDI|Lederoptik|Reptilienstruktur|Reißverschluss|Ein Steck- und ein Reißverschlussfach innen|Abnehmbarer Kettenriemen|Logo-Applikation|Höhe: 15 cm |Breite: 22 cm |Tiefe: 3 cm |Farbe Gold|Artikelnummer 9607169,Hauptmaterial 1: 100% Synthetik,,39.95,29.95
Fraas,Loop-Schal mit Karomuster ,Offwhite|Sand|Camel|Rosé|Bleu,OS|60X07,Damen Loop-Schal von FRAAS |Weiches Material|Leicht ausgefranste Abschlüsse|Karomuster |150 x 60 cm |Farbe Offwhite|Artikelnummer 9635220,Hauptmaterial 1: 100% Polyacryl," Handwäsche| Nicht bleichen| Kein Trockner| Nicht bügeln| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",29.95,29.95
s.Oliver RED LABEL,Pochette mit Kettenriemen,Silber|Anthrazit|Gold|Stein,OS|1,Damen Pochette von s.Oliver|Lederoptik|Überschlag mit Magnetverschluss|Ein Reißverschlussfach innen|Kettenriemen|Logo-Applikation|Höhe: 16 cm|Breite: 26 cm|Tiefe: 2 cm|Riemenlänge: 130 cm|Farbe Stein|Artikelnummer 9649996,"Hauptmaterial 1: 100% Polyurethan|Futter 1: 80% Polyester, 20% Baumwolle",,29.95,29.95
Tamaris,Clutch in schimmernder Optik,Schwarz|Silber|Kupfer,OS|1,"Damen Clutch von Tamaris|Strapazierfähiges Material|Überschlag mit Druckknopfverschluss|Ein Hauptfach mit Reißverschluss|Ein Reißverschlussfach innen|Logo-Applikation|Abnehmbarer, verstellbarer Schulterriemen|Schimmernde Optik|Höhe: 13 cm|Breite: 24 cm|Tiefe: 2 cm|Farbe Silber|Artikelnummer 9644219",Hauptmaterial 1: 100% Polyester|Futter 1: 100% Polyester, Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,29.95,29.95
s.Oliver RED LABEL,Clutch aus schimmerndem Material,Anthrazit|Silber|Schwarz,OS|1,"Damen Clutch von s.Oliver|Schimmerndes Material |Überschlag mit Magnetverschluss|Innenfach mit Reißverschluss im Hauptfach|Kettenriemen|Logo-Applikation|Höhe: 15 cm |Breite: 26,5 cm |Tiefe: 2 cm|Riemenlänge: 120 cm |Farbe Schwarz|Artikelnummer 9591073","Hauptmaterial 1: 100% Polyurethan|Futter 1: 80% Polyester, 20% Baumwolle",,29.95,29.95
Liebeskind Berlin,Kosmetiktasche aus Leder in Metallicoptik,Silber|Pink,OS|1,"Damen Kosmetiktasche von Liebeskind Berlin|Echtes Leder|Modell Rabia|Reißverschluss|Metallicoptik|Höhe: 11 cm|Breite: 19,5 cm|Tiefe: 1 cm|Farbe Pink|Artikelnummer 9591097",Hauptmaterial 1: 100% Leder,,39.95,29.95
L.Credi,Clutch mit Pailletten-Besatz,Silber,OS|1,Damen Clutch von L.Credi|Pailletten-Besatz|Überschlag mit Magnetverschluss|Abnehmbarer Kettenriemen|Ein Steckfach innen|Höhe: 13 cm|Breite: 28 cm|Tiefe: 1 cm|Farbe Silber|Artikelnummer 9505626,"Hauptmaterial 1: 98% Polyester, 2% Polyurethan",,29.95,29.95
Fraas,Loop-Schal mit Karomuster ,Offwhite|Sand|Camel|Rosé|Bleu,OS|60X07,Damen Loop-Schal von FRAAS |Weiches Material|Leicht ausgefranste Abschlüsse|Karomuster |150 x 60 cm |Farbe Rosé|Artikelnummer 9635223,Hauptmaterial 1: 100% Polyacryl," Handwäsche| Nicht bleichen| Kein Trockner| Nicht bügeln| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",29.95,29.95
Liebeskind Berlin,Kosmetiktasche aus Leder in Metallicoptik,Silber|Pink,OS|1,"Damen Kosmetiktasche von Liebeskind Berlin|Echtes Leder|Modell Rabia|Reißverschluss|Metallicoptik|Höhe: 11 cm|Breite: 19,5 cm|Tiefe: 1 cm|Farbe Silber|Artikelnummer 9591095",Hauptmaterial 1: 100% Leder,,39.95,29.95
Tommy Hilfiger,Micro Crossover Bag Gigi Hadid,Rot,OS,Damen Crossover Bag von Tommy Hilfiger|Lederoptik|Kettenriemen|Hauptfach mit Reißverschluss|Ein Reißverschlussfach innen|Logo-Print|TOMMY X GiGi Collection|Höhe: 14 cm|Breite: 16 cm|Tiefe: 6 cm|Riemenlänge: 130 cm|Farbe Rot|Artikelnummer 9606115,Hauptmaterial 1: 100% Polyvinylchlorid,,99.95,99.95
MICHAEL Michael Kors,Geldbörse aus Saffianoleder,Schwarz|Cognac ,OS|1,Damen Geldbörse von MICHAEL Michael Kors|Echtes Saffianoleder|Rundum-Reißverschluss|Ein Münzfach mit Reißverschluss|Sechs Kartenfächer und ein Sichtfach|Ein Scheinfach |Ein Handyfach|Abnehmbare Trageschlaufe|Logo-Applikation in Goldoptik|Höhe: 10 cm|Breite: 18 cm|Tiefe: 2 cm|Farbe Cognac |Artikelnummer 9630952,Hauptmaterial 1: 100% Saffiano Leder,,109.95,109.95
Taifun,Schal mit floralem Muster,Taupe,OS|99,"Damen Schal von TAIFUN|Weiches Material|Webstruktur|Künstlerisches, florales Muster|Fransen am Abschluss|190 x 105 cm|Farbe Taupe|Artikelnummer 9586974",Hauptmaterial 1: 100% Polyester," Schonwaschgang 30°| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Eingeschränkte chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt. Begrenzung der Feuchtigkeitszugabe und/oder der mechanischen Beanspruchung und/oder der Temperatur.",25.95,25.95
VALENTINO,Shopper in Lederoptik,Schwarz|Silber,OS|1,Damen Shopper von Valentino|Genarbtes Material|Modell Divina|Lederoptik|Riemen mit Magnetverschluss und Logo-Applikation|Ein unterteiltes Hauptfach|Zwei Reißverschlussfächer innen|Zwei Steckfächer innen|Zwei Trageriemen mit Kettendetails|Höhe: 30 cm|Breite: 37cm|Tiefe: 10 cm|Riemenlänge: 65 cm|Farbe Silber|Artikelnummer 9674669,Hauptmaterial 1: 100% Polyurethan|Futter 1: 100% Polyester|Besatz 1: 100% Polyurethan, Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,119.95,119.95
Liebeskind Berlin,Crossbody Bag aus Leder in Rochenoptik,Schwarz|Rot,OS|1,"Damen Crossbody Bag von Liebeskind Berlin|Echtes Leder|Rochenoptik|Überschlag mit Magnetverschluss|Zwei Reißverschlussfächer|Verstellbarer, abnehmbarer Schulterriemen|Höhe: 16 cm|Breite: 28 cm|Tiefe: 2 cm|Farbe Schwarz|Artikelnummer 9591116",Hauptmaterial 1: 100% Leder,,119.95,119.95
Liu Jo Jeans,Crossbody Bag in Metallicoptik mit Steppungen,Gold,OS|1,Damen Crossbody Bag von Liu Jo Jeans|Strapazierfähiges Material mit Steppungen|Metallicoptik|Überschlag mit Magnetverschluss|Logo-Applikation am Überschlag|Ein Reißverschlussfach innen|Kettenriemen mit Einsatz in Lederoptik|Höhe: 19 cm|Breite: 27 cm|Tiefe: 5 cm|Riemenlänge: 105 cm|Farbe Gold|Artikelnummer 9569765,Hauptmaterial 1: 100% Polyester|Futter 1: 100% Polyester,,119.95,119.95
MARC CAIN BAGS & SHOES,Geldbörse mit Logo-Muster,Sand,OS|1,Damen Geldbörse von Marc Cain Bags & Shoes|Strapazierfähiges Material|Ein Hauptfach mit Rundum-Reißverschluss|Ein Münzfach mit Reißverschluss innen|Drei Scheinfächer innen|Zwei Steckfächer innen|Acht Kartenfächer innen|Logo-Muster  und -Applikation|Leopardenkopf-Prints|Höhe: 10 cm|Breite: 19 cm|Tiefe: 4 cm|Farbe Sand|Artikelnummer 9614228,"Hauptmaterial 1: 100% Polyester|Futter 1: 55% Baumwolle, 45% Polyester", Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,119.95,119.95
Admü Belts,Gürtel aus Leder,Rot|Marineblau|Schwarz,80|85|90|95|100|105,Damengürtel von Admü Belts|Echtes Leder|Glänzende Schließe|Einfache Lochung|Abgerundete Spitze|Gürtelbreite: 3 cm |Farbe Rot|Artikelnummer 4448532,Hauptmaterial 1: 100% Leder,,19.95,19.95
Christian Berg Cocktail,Schal aus Chiffon,Rosa meliert|Marineblau meliert|Taupe meliert|Taupe|Marineblau|Sand|Schwarz,OS|1,Damen Schal von Christian Berg Cocktail|Chiffon|Leicht transparente Optik|Verstärkte Abschlüsse|200 x 80 cm|Farbe Marineblau|Artikelnummer 9605782,Hauptmaterial 1: 100% Polyester," Spezialschonwaschgang 30°| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",19.95,19.95
Codello,Geldbörse mit Aufnähern und Zierquaste,Schwarz,OS|1,"Damen Geldbörse von CODELLO|Lederopitk |Sternen-Aufnäher in Metallicoptik|Rundum-Reißverschluss|Münzfach mit Reißverschluss|Acht Karten-, zwei Steck- und zwei Scheinfächer|Zierquasten-Anhänger|Abnehmbare Handschlaufe|Höhe: 10 cm|Breite: 20 cm|Tiefe: 3 cm|Farbe Schwarz|Artikelnummer 9562463",,,39.95,24.95
Liebeskind Berlin,Gürtel aus echtem Leder,Hellgrau|Mittelgrau|Schwarz|Ecru,80|85|90|95|100,Damengürtel von Liebeskind Berlin|Vintage Look|4 cm Breite|Modell LKB501|Farbe Ecru|Artikelnummer 8451041,Hauptmaterial 1: 100% Leder,,29.95,29.95
Tommy Hilfiger,Socken aus dünnem Soft Cotton im 2er-Pack,Anthrazit|Marineblau|Weiß,35/38|39/42,Damen Socken von Tommy Hilfiger|Baumwollmischung|Soft Cotton|Sehr dünnes Material|Überknöchelhoch|Elastischer Bund|Logo-Print auf der Sohle|2er-Pack|Farbe Marineblau|Artikelnummer 9491527,"Hauptmaterial 1: 60% Baumwolle, 33% Polyamid, 7% Elasthan", Normalwaschgang 40°| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,12.95,12.95
Love Moschino,Crossbody Bag mit Kettenriemen,Rot|Hellblau,OS|1,"Damen Crossbody Bag von Love Moschino|Strapazierfähiges Material|Lederoptik|Überschlag mit Magnetverschluss|Ein Hauptfach|Ein Kartenfach innen|Ein Kettenriemen|Steppmuster|Logo-Applikation|Höhe: 15 cm|Breite: 22,5 cm|Tiefe: 6 cm|Riemenlänge: 118 cm|Farbe Rot|Artikelnummer 9614211",Hauptmaterial 1: 100% Polyurethan, Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,109.95,109.95
MICHAEL Michael Kors,Geldbörse aus Saffianoleder,Rosé,OS|1,Damen Geldbörse von MICHAEL Michael Kors|Saffianoleder|Modell Jet Set Travel|Ein Hauptfach mit Rundum-Reißverschluss|Ein Reißverschlussfach innen|Ein Steckfach innen|Sechs Kartenfächer innen|Ein Sichtfach innen|Ein Handyfach innen|Eine abnehmbare Trageschlaufe|Logo-Applikation|Höhe: 10 cm|Breite: 18 cm|Tiefe: 3 cm|Farbe Rosé|Artikelnummer 9619213,Hauptmaterial 1: 100% Leder, Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,109.95,109.95
Love Moschino,Crossbody Bag mit Kettenriemen,Offwhite,OS|1,"Damen Crossbody Bag von Love Moschino|Lederoptik|Steppungen|Überschlag mit Magnetverschluss|Ein kleines Innenfach im Hauptfach|Abnehmbarer Kettenriemen|Logo-Applikation|Höhe: 13,5 cm |Breite: 22 cm |Tiefe: 5 cm |Farbe Offwhite|Artikelnummer 9569712",Hauptmaterial 1: 100% Polyurethan,,109.95,109.95
Liu Jo Jeans,Box Clutch mit Glitter-Effekt,Silber|Schwarz,OS|1,"Damen Box Clutch von Liu Jo Jeans|Metall  |Modell Fresia|Dreidimensionale Form|Klickverschluss |Ein Kartenfach |Glitter-Effekt|Zierstreifen |Abnehmbarer Kettenriemen|Höhe: 11 cm|Breite: 16,5 cm |Tiefe: 5,5 cm |Farbe Schwarz|Artikelnummer 9569771",Hauptmaterial 1: 100% Metall|Hauptmaterial 2: 100% PVC|Futter 1: 100% Polyester, Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,109.95,109.95
Jake*s Cocktail,Pochette in Metallicoptik,Silber,OS|1,Damen Pochette von Jake*s Cocktail|Formstabiles Material|Metallicoptik|Überschlag mit Magnetverschluss und Metallabschluss|Ein Steckfach innen|Abnehmbarer Kettenriemen|Höhe: 14 cm |Breite: 22 cm |Tiefe: 5 cm |Farbe Silber|Artikelnummer 9548196,"Hauptmaterial 1: 54% Polyester, 46% Metall", Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,19.95,19.95
Fritzi aus Preußen,Umschlagbörse aus Leder,Rot,OS|1,Damen Umschlagbörse von Fritzi aus Preußen|Lederoptik|Vintage Look|Überschlag mit Druckknopf|Zusätzlicher Druckknopfriegel|Zehn Kartenfächer und ein Sichtfach|Münzfach mit Reißverschluss|Zwei Scheinfächer und ein Steckfach |Logo-Aufnäher|Höhe: 10 cm |Breite: 19 cm |Tiefe: 3 cm |Farbe Rot|Artikelnummer 9578920,Hauptmaterial 1: 100% Polyurethan,,29.95,19.95
Seeberger,Strohhut mit Streifenmuster ,Hellblau,OS|1,Damen Strohhut von Seeberger|Echtes Naturstroh|Formstabil|Streifenmuster|Flechtoptik|Farbe Hellblau|Artikelnummer 9428797,Hauptmaterial 1: 100% Stroh, Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,29.95,19.95
Falke,Transparente Feinstrumpfhose,Sand|Beige|Schwarz,S|S/M|M|M/L|L|XL,Transparente Textur|Matte Optik|Fußspitzen mit Maschenstopp|Wäscheflachnaht|Farbe Sand|Artikelnummer 6982129,"Hauptmaterial 1: 89% Polyamid, 11% Elasthan", Kein Trockner| Handwäsche| Nicht bügeln| Keine chemische Reinigung| Nicht bleichen,14.0,14.0
Fritzi aus Preußen,Geldbörse mit Sichtfach,Hellgrau,OS|1,"Damen Geldbörse von Fritzi aus Preußen|Lederoptik|Vintage Look|Rundum-Reißverschluss|Aufklappbarer Teil mit Druckknopfriegel, vier Kartenfächern und einem Sichtfach|Fünf Kartenfächer und ein Sichtfach|Fach mit Rundum-Reißverschluss, zwei Scheinfächern und verschließbarem Münzfach|Logo-Prägung|Höhe: 9 cm |Breite: 12 cm|Tiefe: 4 cm |Farbe Hellgrau|Artikelnummer 9578923",Hauptmaterial 1: 100% Polyurethan,,24.95,16.95
DKNY,Geldbörse aus Saffianoleder,Schwarz|Hellgrau,OS|1,"Damen Geldbörse von DKNY|Echtes Saffianoleder|Rundum-Reißverschluss|Münzfach mit Reißverschluss |Acht Karten, zwei Steck- und zwei Scheinfächer|Ein Steckfach außen|Logo-Applikation|Höhe: 10 cm|Breite: 20 cm|Tiefe: 2,5 cm|Farbe Schwarz|Artikelnummer 9560685",Hauptmaterial 1: 100% Saffiano Leder,,129.95,99.95
Liebeskind Berlin,Crossbody Bag aus echtem Leder,Schwarz|Taupe,OS|1,Damen Crossbody Bag von Liebeskind Berlin|Echtes Leder|Modell Nairobi|Rochenoptik|Ein Hauptfach mit Magnetüberschlag|Drei Reißverschlussfächer|Ein verstellbarer Schulterriemen|Label-Patch|Höhe: 14 cm|Breite: 22 cm|Tiefe: 10 cm|Farbe Schwarz|Artikelnummer 9591114,Hauptmaterial 1: 100% Leder, Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,129.95,99.95
Hugo,Schal aus Modal mit floralem Muster,Schwarz,OS|1SIZE,Damen Schal von HUGO|Reines Modal|Modell Women-Z 530|Florales Muster|140 cm x 132 cm |Farbe Schwarz|Artikelnummer 9557240,Hauptmaterial 1: 100% Modal," Handwäsche| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Eingeschränkte chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt. Begrenzung der Feuchtigkeitszugabe und/oder der mechanischen Beanspruchung und/oder der Temperatur.",99.95,99.95
DKNY,Geldbörse aus Saffianoleder,Gold,OS|1,"Damen Geldbörse von DKNY|Saffianoleder|Überschlag mit Druckknopfverschluss|Ein Handyfach|Zwei Scheinfächer|Sechs Kartenfächer|Ein Münzfach mit Reißverschluss außen|Abnehmbare Trageschlaufe|Logo-Applikation|Metallicoptik|Höhe: 10 cm|Breite: 17,5 cm|Tiefe: 5 cm|Farbe Gold|Artikelnummer 9560691",Hauptmaterial 1: 100% Saffiano Leder, Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,129.95,99.95
Liu Jo Jeans,Crossbody Bag mit Steppungen,Schwarz|Offwhite|Pink,OS|1,"Damen Crossbody Bag von Liu Jo Jeans|Strapazierfähiges Material|Lederoptik|Überschlag mit Magnetverschluss|Ein Hauptfach|Ein Steckfach innen|Variabler Kettenriemen|Rautenförmiges Steppmuster|Logo-Applikation|Höhe: 13,5 cm|Breite: 23 cm|Tiefe: 7,5 cm|Farbe Offwhite|Artikelnummer 9624857",Hauptmaterial 1: 100% Polyurethan|Futter 1: 100% Polyester, Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,99.95,99.95
Olga Berg,Box Clutch mit Saffiano-Struktur,Rosé|Weiß,OS|1,Damen Box Clutch von Olga Berg |Metall|Besatz in Lederoptik mit Saffiano-Struktur|Klickverschluss mit Logo-Prägung|Abnehmbarer Kettenriemen|Höhe: 11 cm |Breite: 17 cm|Tiefe: 3 cm |Farbe Rosé|Artikelnummer 9628523,Hauptmaterial 1: 100% Metall|Hauptmaterial 2: 100% Kunstleder,,99.95,99.95
Calvin Klein,Crossbody Bag mit Saffiano-Struktur,Schwarz,OS,Damen Crossbody Bag von Calvin Klein|Strapazierfähiges Material |Saffiano-Struktur|Logo-Applikation|Ein Hauptfach mit Reißverschluss|Ein Steckfach innen|Verstellbarer Schulterriemen|Höhe: 22 cm|Breite: 22 cm|Tiefe: 7 cm|Farbe Schwarz|Artikelnummer 9583124,Hauptmaterial 1: 100% Polyvinylchlorid,,99.95,99.95
Abro,Clutch aus Lackleder,Schwarz|Beige,OS|1,"Damen Clutch von abro|Echtes, italienisches Lackleder|Überschlag mit Magnetverschluss|Innenseite aus Veloursleder|Zwei Steckfächer, ein Reißverschlussfach innen|Höhe: 14 cm|Breite: 24 cm|Tiefe: 2 cm|Farbe Schwarz|Artikelnummer 9641448",Hauptmaterial 1: 100% Leder,,99.95,99.95
Marc O'Polo Pure,Schal mit Allover-Muster,Marineblau|Schwarz,OS|1,Damen Schal von MARC O'POLO Pure|Modal-Kaschmir-Mix|Ausgefranster Abschluss|Allover-Muster|180 x 50 cm|Farbe Marineblau|Artikelnummer 9557455,"Hauptmaterial 1: 90% Modal, 10% Kaschmir"," Handwäsche| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",79.95,79.95
Liebeskind Berlin,Crossbody Bag aus echtem Leder,Schwarz|Taupe,OS|1,Damen Crossbody Bag von Liebeskind Berlin|Echtes Leder|Modell Nairobi|Rochenoptik|Ein Hauptfach mit Magnetüberschlag|Drei Reißverschlussfächer|Ein verstellbarer Schulterriemen|Label-Patch|Höhe: 14 cm|Breite: 22 cm|Tiefe: 10 cm|Farbe Taupe|Artikelnummer 9591115,Hauptmaterial 1: 100% Leder, Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,129.95,99.95
Marc O'Polo,Crossbody Bag mit Überschlag,Sand|Rosé|Hellgrau,OS,Damen Crossbody Bag von MARC O'POLO|Robustes Material|Überschlag mit Magnetverschluss und Zierriemen|Hauptfach mit Reißverschluss|Ein Steck- und ein Reißverschlussfach innen|Logo-Applikation|Verstellbarer Schulterriemen|Höhe: 14 cm|Breite: 24 cm|Tiefe: 4 cm |Farbe Sand|Artikelnummer 9627630,,,99.95,99.95
Weekend Max Mara,Schal mit langen Fransen,Ecru,OS|UNICA,Damen Schal von Weekend Max Mara|Alpakamischung mit Woll-Anteil|Krausstrick|Lange Fransen|142 x 20 cm|Farbe Ecru|Artikelnummer 9502500,"Hauptmaterial 1: 68% Alpaka, 22% Polyamid, 10% Wolle"," Handwäsche| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Eingeschränkte chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt. Begrenzung der Feuchtigkeitszugabe und/oder der mechanischen Beanspruchung und/oder der Temperatur.| Flach (liegend) trocknen",199.95,99.95
Liu Jo Jeans,Crossbody Bag mit Steppungen,Schwarz|Offwhite|Pink,OS|1,"Damen Crossbody Bag von Liu Jo Jeans|Strapazierfähiges Material|Lederoptik|Überschlag mit Magnetverschluss|Ein Hauptfach|Ein Steckfach innen|Variabler Kettenriemen|Rautenförmiges Steppmuster|Logo-Applikation|Höhe: 13,5 cm|Breite: 23 cm|Tiefe: 7,5 cm|Farbe Schwarz|Artikelnummer 9624856",Hauptmaterial 1: 100% Polyurethan|Futter 1: 100% Polyester, Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,99.95,99.95
Indini,Crossbody Bag mit Kettenriemen,Schwarz|Mittelgrau|Taupe|Marineblau|Anthrazit,OS|1,Damen Crossbody Bag von Indini|Strapazierfähiges Material|Überschlag mit Magnetverschluss|Ein Steckfach innen|Abnehmbarer Kettenriemen|Höhe: 18 cm|Beite: 9 cm|Tiefe: 4 cm|Farbe Mittelgrau|Artikelnummer 9630835,,,14.95,14.95
